PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
32350357,Selection of viral variants during persistent infection of insectivorous bat cells with Middle East respiratory syndrome coronavirus,"Banerjee A, Subudhi S, Rapin N, Lew J, Jain R, Falzarano D, Misra V.",Sci Rep. 2020 Apr 29;10(1):7257. doi: 10.1038/s41598-020-64264-1.,Banerjee A,Sci Rep,2020,5/1/20,PMC7190632,,10.1038/s41598-020-64264-1
32170865,Coronavirus disease 2019: What we know?,"He F, Deng Y, Li W.",J Med Virol. 2020 Jul;92(7):719-725. doi: 10.1002/jmv.25766. Epub 2020 Mar 28.,He F,J Med Virol,2020,3/15/20,PMC7228340,,10.1002/jmv.25766
18987164,Humoral and cellular immune responses induced by 3a DNA vaccines against severe acute respiratory syndrome (SARS) or SARS-like coronavirus in mice,"Lu B, Tao L, Wang T, Zheng Z, Li B, Chen Z, Huang Y, Hu Q, Wang H.",Clin Vaccine Immunol. 2009 Jan;16(1):73-7. doi: 10.1128/CVI.00261-08. Epub 2008 Nov 5.,Lu B,Clin Vaccine Immunol,2009,11/7/08,PMC2620671,,10.1128/CVI.00261-08
32246722,Coronavirus SARS-CoV-2: filtering fact from fiction in the infodemic: Q&A with virologist Professor Urs Greber,Ruffell D.,FEBS Lett. 2020 Apr;594(7):1127-1131. doi: 10.1002/1873-3468.13784. Epub 2020 Apr 9.,Ruffell D,FEBS Lett,2020,4/5/20,PMC7164109,,10.1002/1873-3468.13784
28747502,Permissivity of Dipeptidyl Peptidase 4 Orthologs to Middle East Respiratory Syndrome Coronavirus Is Governed by Glycosylation and Other Complex Determinants,"Peck KM, Scobey T, Swanstrom J, Jensen KL, Burch CL, Baric RS, Heise MT.",J Virol. 2017 Sep 12;91(19):e00534-17. doi: 10.1128/JVI.00534-17. Print 2017 Oct 1.,Peck KM,J Virol,2017,7/28/17,PMC5599747,,10.1128/JVI.00534-17
32437797,The current understanding and potential therapeutic options to combat COVID-19,"Pooladanda V, Thatikonda S, Godugu C.",Life Sci. 2020 Aug 1;254:117765. doi: 10.1016/j.lfs.2020.117765. Epub 2020 May 8.,Pooladanda V,Life Sci,2020,5/22/20,PMC7207108,,10.1016/j.lfs.2020.117765
29346682,Receptor Usage of a Novel Bat Lineage C Betacoronavirus Reveals Evolution of Middle East Respiratory Syndrome-Related Coronavirus Spike Proteins for Human Dipeptidyl Peptidase 4 Binding,"Lau SKP, Zhang L, Luk HKH, Xiong L, Peng X, Li KSM, He X, Zhao PS, Fan RYY, Wong ACP, Ahmed SS, Cai JP, Chan JFW, Sun Y, Jin D, Chen H, Lau TCK, Kok RKH, Li W, Yuen KY, Woo PCY.",J Infect Dis. 2018 Jun 20;218(2):197-207. doi: 10.1093/infdis/jiy018.,Lau SKP,J Infect Dis,2018,1/19/18,PMC7107427,,10.1093/infdis/jiy018
32101660,Escaping Pandora's Box - Another Novel Coronavirus,"Morens DM, Daszak P, Taubenberger JK.",N Engl J Med. 2020 Apr 2;382(14):1293-1295. doi: 10.1056/NEJMp2002106. Epub 2020 Feb 26.,Morens DM,N Engl J Med,2020,2/27/20,,,10.1056/NEJMp2002106
27932284,Genetic diversity of coronaviruses in bats in Lao PDR and Cambodia,"Lacroix A, Duong V, Hul V, San S, Davun H, Omaliss K, Chea S, Hassanin A, Theppangna W, Silithammavong S, Khammavong K, Singhalath S, Greatorex Z, Fine AE, Goldstein T, Olson S, Joly DO, Keatts L, Dussart P, Afelt A, Frutos R, Buchy P.",Infect Genet Evol. 2017 Mar;48:10-18. doi: 10.1016/j.meegid.2016.11.029. Epub 2016 Dec 6.,Lacroix A,Infect Genet Evol,2017,12/10/16,PMC7106194,,10.1016/j.meegid.2016.11.029
20071579,"Ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related Rhinolophus bat coronavirus in China reveal bats as a reservoir for acute, self-limiting infection that allows recombination events","Lau SK, Li KS, Huang Y, Shek CT, Tse H, Wang M, Choi GK, Xu H, Lam CS, Guo R, Chan KH, Zheng BJ, Woo PC, Yuen KY.",J Virol. 2010 Mar;84(6):2808-19. doi: 10.1128/JVI.02219-09. Epub 2010 Jan 13.,Lau SK,J Virol,2010,1/15/10,PMC2826035,,10.1128/JVI.02219-09
32422932,Detection of Recombinant Rousettus Bat Coronavirus GCCDC1 in Lesser Dawn Bats (Eonycteris spelaea) in Singapore,"Paskey AC, Ng JHJ, Rice GK, Chia WN, Philipson CW, Foo RJH, Cer RZ, Long KA, Lueder MR, Lim XF, Frey KG, Hamilton T, Anderson DE, Laing ED, Mendenhall IH, Smith GJ, Wang LF, Bishop-Lilly KA.",Viruses. 2020 May 14;12(5):539. doi: 10.3390/v12050539.,Paskey AC,Viruses,2020,5/20/20,PMC7291116,,10.3390/v12050539
32108160,Emergence of a novel human coronavirus threatening human health,"Poon LLM, Peiris M.",Nat Med. 2020 Mar;26(3):317-319. doi: 10.1038/s41591-020-0796-5.,Poon LLM,Nat Med,2020,2/29/20,PMC7095779,,10.1038/s41591-020-0796-5
32821661,"Susceptibility to SARS, MERS, and COVID-19 from animal health perspective","Gautam A, Kaphle K, Shrestha B, Phuyal S.",Open Vet J. 2020 Aug;10(2):164-177. doi: 10.4314/ovj.v10i2.6. Epub 2020 May 10.,Gautam A,Open Vet J,2020,8/22/20,PMC7419072,,10.4314/ovj.v10i2.6
32373995,Bioinformatic analysis indicates that SARS-CoV-2 is unrelated to known artificial coronaviruses,"Dallavilla T, Bertelli M, Morresi A, Bushati V, Stuppia L, Beccari T, Chiurazzi P, Marceddu G.",Eur Rev Med Pharmacol Sci. 2020 Apr;24(8):4558-4564. doi: 10.26355/eurrev_202004_21041.,Dallavilla T,Eur Rev Med Pharmacol Sci,2020,5/7/20,,,10.26355/eurrev_202004_21041
32325930,Nipah Virus: Past Outbreaks and Future Containment,"Soman Pillai V, Krishna G, Valiya Veettil M.",Viruses. 2020 Apr 20;12(4):465. doi: 10.3390/v12040465.,Soman Pillai V,Viruses,2020,4/25/20,PMC7232522,,10.3390/v12040465
29704627,"Newly emerged porcine enteric alphacoronavirus in southern China: Identification, origin and evolutionary history analysis","Fu X, Fang B, Liu Y, Cai M, Jun J, Ma J, Bu D, Wang L, Zhou P, Wang H, Zhang G.",Infect Genet Evol. 2018 Aug;62:179-187. doi: 10.1016/j.meegid.2018.04.031. Epub 2018 Apr 25.,Fu X,Infect Genet Evol,2018,4/29/18,PMC7106130,,10.1016/j.meegid.2018.04.031
17905435,Vaccination of mice with recombinant baculovirus expressing spike or nucleocapsid protein of SARS-like coronavirus generates humoral and cellular immune responses,"Bai B, Lu X, Meng J, Hu Q, Mao P, Lu B, Chen Z, Yuan Z, Wang H.",Mol Immunol. 2008 Feb;45(4):868-75. doi: 10.1016/j.molimm.2007.08.010. Epub 2007 Oct 1.,Bai B,Mol Immunol,2008,10/2/07,PMC7112626,,10.1016/j.molimm.2007.08.010
32416412,"Free DNA, a reason for severe COVID-19 infection?",Liu B.,Med Hypotheses. 2020 Sep;142:109812. doi: 10.1016/j.mehy.2020.109812. Epub 2020 May 5.,Liu B,Med Hypotheses,2020,5/17/20,PMC7199685,,10.1016/j.mehy.2020.109812
25653111,Neotropical Bats from Costa Rica harbour Diverse Coronaviruses,"Moreira-Soto A, Taylor-Castillo L, Vargas-Vargas N, Rodríguez-Herrera B, Jiménez C, Corrales-Aguilar E.",Zoonoses Public Health. 2015 Nov;62(7):501-5. doi: 10.1111/zph.12181. Epub 2015 Feb 4.,Moreira-Soto A,Zoonoses Public Health,2015,2/6/15,PMC7165833,,10.1111/zph.12181
16647731,Molecular diversity of coronaviruses in bats,"Woo PC, Lau SK, Li KS, Poon RW, Wong BH, Tsoi HW, Yip BC, Huang Y, Chan KH, Yuen KY.",Virology. 2006 Jul 20;351(1):180-7. doi: 10.1016/j.virol.2006.02.041. Epub 2006 May 2.,Woo PC,Virology,2006,5/2/06,PMC7111821,,10.1016/j.virol.2006.02.041
17039827,The relationship of severe acute respiratory syndrome coronavirus with avian and other coronaviruses,Jackwood MW.,Avian Dis. 2006 Sep;50(3):315-20. doi: 10.1637/7612-042006R.1.,Jackwood MW,Avian Dis,2006,10/17/06,,,10.1637/7612-042006R.1
22654650,A real-time PCR assay for bat SARS-like coronavirus detection and its application to Italian greater horseshoe bat faecal sample surveys,"Balboni A, Gallina L, Palladini A, Prosperi S, Battilani M.",ScientificWorldJournal. 2012;2012:989514. doi: 10.1100/2012/989514. Epub 2011 Nov 22.,Balboni A,ScientificWorldJournal,2012,6/2/12,PMC3353321,,10.1100/2012/989514
23963179,The Middle East respiratory syndrome--how worried should we be?,Perlman S.,mBio. 2013 Aug 20;4(4):e00531-13. doi: 10.1128/mBio.00531-13.,Perlman S,mBio,2013,8/22/13,PMC3747588,,10.1128/mBio.00531-13
32433742,Extended ORF8 Gene Region Is Valuable in the Epidemiological Investigation of Severe Acute Respiratory Syndrome-Similar Coronavirus,"Chen S, Zheng X, Zhu J, Ding R, Jin Y, Zhang W, Yang H, Zheng Y, Li X, Duan G.",J Infect Dis. 2020 Jun 29;222(2):223-233. doi: 10.1093/infdis/jiaa278.,Chen S,J Infect Dis,2020,5/21/20,PMC7313917,,10.1093/infdis/jiaa278
27183594,Characterization of the Antigen Processing Machinery and Endogenous Peptide Presentation of a Bat MHC Class I Molecule,"Wynne JW, Woon AP, Dudek NL, Croft NP, Ng JH, Baker ML, Wang LF, Purcell AW.",J Immunol. 2016 Jun 1;196(11):4468-76. doi: 10.4049/jimmunol.1502062. Epub 2016 Apr 27.,Wynne JW,J Immunol,2016,5/17/16,,,10.4049/jimmunol.1502062
27213718,"Detection of Severe Acute Respiratory Syndrome-Like, Middle East Respiratory Syndrome-Like Bat Coronaviruses and Group H Rotavirus in Faeces of Korean Bats","Kim HK, Yoon SW, Kim DJ, Koo BS, Noh JY, Kim JH, Choi YG, Na W, Chang KT, Song D, Jeong DG.",Transbound Emerg Dis. 2016 Aug;63(4):365-72. doi: 10.1111/tbed.12515. Epub 2016 May 23.,Kim HK,Transbound Emerg Dis,2016,5/24/16,PMC7169817,,10.1111/tbed.12515
32369435,Canine Respiratory Coronavirus: A Naturally Occurring Model of COVID-19?,Priestnall SL.,Vet Pathol. 2020 Jul;57(4):467-471. doi: 10.1177/0300985820926485. Epub 2020 May 5.,Priestnall SL,Vet Pathol,2020,5/6/20,,,10.1177/0300985820926485
25680291,"Molecular characterization of RIG-I, STAT-1 and IFN-beta in the horseshoe bat","Li J, Zhang G, Cheng D, Ren H, Qian M, Du B.",Gene. 2015 Apr 25;561(1):115-23. doi: 10.1016/j.gene.2015.02.013. Epub 2015 Feb 10.,Li J,Gene,2015,2/15/15,PMC7127221,,10.1016/j.gene.2015.02.013
23072791,Is the discovery of the novel human betacoronavirus 2c EMC/2012 (HCoV-EMC) the beginning of another SARS-like pandemic?,"Chan JF, Li KS, To KK, Cheng VC, Chen H, Yuen KY.",J Infect. 2012 Dec;65(6):477-89. doi: 10.1016/j.jinf.2012.10.002. Epub 2012 Oct 13.,Chan JF,J Infect,2012,10/18/12,PMC7112628,,10.1016/j.jinf.2012.10.002
26572912,Evidence for zoonotic origins of Middle East respiratory syndrome coronavirus,"Han HJ, Yu H, Yu XJ.",J Gen Virol. 2016 Feb;97(2):274-280. doi: 10.1099/jgv.0.000342. Epub 2015 Nov 13.,Han HJ,J Gen Virol,2016,11/18/15,PMC7087374,,10.1099/jgv.0.000342
24107353,Adaptive evolution of bat dipeptidyl peptidase 4 (dpp4): implications for the origin and emergence of Middle East respiratory syndrome coronavirus,"Cui J, Eden JS, Holmes EC, Wang LF.",Virol J. 2013 Oct 10;10:304. doi: 10.1186/1743-422X-10-304.,Cui J,Virol J,2013,10/11/13,PMC3852826,,10.1186/1743-422X-10-304
32317409,Detection of coronaviruses in Pteropus & Rousettus species of bats from different States of India,"Yadav PD, Shete-Aich A, Nyayanit DA, Pardeshi P, Majumdar T, Balasubramanian R, Ullas PT, Mohandas S, Dighe H, Sawant P, Patil S, Patil D, Gokhale MD, Mathapati B, Sudeep AB, Baradkar S, Kumar A, Kharde R, Salve M, Joshi Y, Gupta N, Mourya DT.",Indian J Med Res. 2020 Feb & Mar;151(2 & 3):226-235. doi: 10.4103/ijmr.IJMR_795_20.,Yadav PD,Indian J Med Res,2020,4/23/20,PMC7366549,,10.4103/ijmr.IJMR_795_20
26847648,Detection and characterization of diverse alpha- and betacoronaviruses from bats in China,"Xu L, Zhang F, Yang W, Jiang T, Lu G, He B, Li X, Hu T, Chen G, Feng Y, Zhang Y, Fan Q, Feng J, Zhang H, Tu C.",Virol Sin. 2016 Feb;31(1):69-77. doi: 10.1007/s12250-016-3727-3. Epub 2016 Feb 2.,Xu L,Virol Sin,2016,2/6/16,PMC7090707,,10.1007/s12250-016-3727-3
32881980,Possibility for reverse zoonotic transmission of SARS-CoV-2 to free-ranging wildlife: A case study of bats,"Olival KJ, Cryan PM, Amman BR, Baric RS, Blehert DS, Brook CE, Calisher CH, Castle KT, Coleman JTH, Daszak P, Epstein JH, Field H, Frick WF, Gilbert AT, Hayman DTS, Ip HS, Karesh WB, Johnson CK, Kading RC, Kingston T, Lorch JM, Mendenhall IH, Peel AJ, Phelps KL, Plowright RK, Reeder DM, Reichard JD, Sleeman JM, Streicker DG, Towner JS, Wang LF.",PLoS Pathog. 2020 Sep 3;16(9):e1008758. doi: 10.1371/journal.ppat.1008758. eCollection 2020 Sep.,Olival KJ,PLoS Pathog,2020,9/4/20,PMC7470399,,10.1371/journal.ppat.1008758
21063474,Identification of a severe acute respiratory syndrome coronavirus-like virus in a leaf-nosed bat in Nigeria,"Quan PL, Firth C, Street C, Henriquez JA, Petrosov A, Tashmukhamedova A, Hutchison SK, Egholm M, Osinubi MO, Niezgoda M, Ogunkoya AB, Briese T, Rupprecht CE, Lipkin WI.",mBio. 2010 Oct 12;1(4):e00208-10. doi: 10.1128/mBio.00208-10.,Quan PL,mBio,2010,11/11/10,PMC2975989,,10.1128/mBio.00208-10
25031349,Rooting the phylogenetic tree of middle East respiratory syndrome coronavirus by characterization of a conspecific virus from an African bat,"Corman VM, Ithete NL, Richards LR, Schoeman MC, Preiser W, Drosten C, Drexler JF.",J Virol. 2014 Oct;88(19):11297-303. doi: 10.1128/JVI.01498-14. Epub 2014 Jul 16.,Corman VM,J Virol,2014,7/18/14,PMC4178802,,10.1128/JVI.01498-14
26404138,The heptad repeat region is a major selection target in MERS-CoV and related coronaviruses,"Forni D, Filippi G, Cagliani R, De Gioia L, Pozzoli U, Al-Daghri N, Clerici M, Sironi M.",Sci Rep. 2015 Sep 25;5:14480. doi: 10.1038/srep14480.,Forni D,Sci Rep,2015,9/26/15,PMC4585914,,10.1038/srep14480
23761408,Highly diversified coronaviruses in neotropical bats,"Corman VM, Rasche A, Diallo TD, Cottontail VM, Stöcker A, Souza BFCD, Corrêa JI, Carneiro AJB, Franke CR, Nagy M, Metz M, Knörnschild M, Kalko EKV, Ghanem SJ, Morales KDS, Salsamendi E, Spínola M, Herrler G, Voigt CC, Tschapka M, Drosten C, Drexler JF.",J Gen Virol. 2013 Sep;94(Pt 9):1984-1994. doi: 10.1099/vir.0.054841-0. Epub 2013 Jun 12.,Corman VM,J Gen Virol,2013,6/14/13,,,10.1099/vir.0.054841-0
18057240,Evidence of the recombinant origin of a bat severe acute respiratory syndrome (SARS)-like coronavirus and its implications on the direct ancestor of SARS coronavirus,"Hon CC, Lam TY, Shi ZL, Drummond AJ, Yip CW, Zeng F, Lam PY, Leung FC.",J Virol. 2008 Feb;82(4):1819-26. doi: 10.1128/JVI.01926-07. Epub 2007 Dec 5.,Hon CC,J Virol,2008,12/7/07,PMC2258724,,10.1128/JVI.01926-07
27342195,"Alphacoronavirus in urban Molossidae and Phyllostomidae bats, Brazil","Asano KM, Hora AS, Scheffer KC, Fahl WO, Iamamoto K, Mori E, Brandão PE.",Virol J. 2016 Jun 24;13:110. doi: 10.1186/s12985-016-0569-4.,Asano KM,Virol J,2016,6/26/16,PMC4920988,,10.1186/s12985-016-0569-4
25275541,Characterization of uncultivable bat influenza virus using a replicative synthetic virus,"Zhou B, Ma J, Liu Q, Bawa B, Wang W, Shabman RS, Duff M, Lee J, Lang Y, Cao N, Nagy A, Lin X, Stockwell TB, Richt JA, Wentworth DE, Ma W.",PLoS Pathog. 2014 Oct 2;10(10):e1004420. doi: 10.1371/journal.ppat.1004420. eCollection 2014 Oct.,Zhou B,PLoS Pathog,2014,10/3/14,PMC4183581,,10.1371/journal.ppat.1004420
18252111,Coronavirus antibodies in African bat species,"Müller MA, Paweska JT, Leman PA, Drosten C, Grywna K, Kemp A, Braack L, Sonnenberg K, Niedrig M, Swanepoel R.",Emerg Infect Dis. 2007 Sep;13(9):1367-70. doi: 10.3201/eid1309.070342.,Müller MA,Emerg Infect Dis,2007,2/7/08,PMC2857293,,10.3201/eid1309.070342
28352124,Discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern China,"Wang L, Fu S, Cao Y, Zhang H, Feng Y, Yang W, Nie K, Ma X, Liang G.",Emerg Microbes Infect. 2017 Mar 29;6(3):e14. doi: 10.1038/emi.2016.140.,Wang L,Emerg Microbes Infect,2017,3/30/17,PMC5378919,,10.1038/emi.2016.140
22865222,Characterisation of animal angiotensin-converting enzyme 2 receptors and use of pseudotyped virus to correlate receptor binding with susceptibility of SARS-CoV infection,"Li KK, Yip CW, Hon CC, Lam CY, Zeng F, Leung FC.",Hong Kong Med J. 2012 Aug;18 Suppl 3:35-8.,Li KK,Hong Kong Med J,2012,8/7/12,,,
24584035,MERS: emergence of a novel human coronavirus,"Raj VS, Osterhaus AD, Fouchier RA, Haagmans BL.",Curr Opin Virol. 2014 Apr;5:58-62. doi: 10.1016/j.coviro.2014.01.010. Epub 2014 Feb 28.,Raj VS,Curr Opin Virol,2014,3/4/14,PMC4028407,NIHMS567342,10.1016/j.coviro.2014.01.010
32051570,Novel coronavirus takes flight from bats?,York A.,Nat Rev Microbiol. 2020 Apr;18(4):191. doi: 10.1038/s41579-020-0336-9.,York A,Nat Rev Microbiol,2020,2/14/20,PMC7097671,,10.1038/s41579-020-0336-9
17326933,Review of bats and SARS,"Wang LF, Shi Z, Zhang S, Field H, Daszak P, Eaton BT.",Emerg Infect Dis. 2006 Dec;12(12):1834-40. doi: 10.3201/eid1212.060401.,Wang LF,Emerg Infect Dis,2006,3/1/07,PMC3291347,,10.3201/eid1212.060401
25494448,Immunology of bats and their viruses: challenges and opportunities,Schountz T.,Viruses. 2014 Dec;6(12):4880-901. doi: 10.3390/v6124880.,Schountz T,Viruses,2014,12/11/14,PMC4276934,,10.3390/v6124880
17042030,Bats as a continuing source of emerging infections in humans,"Wong S, Lau S, Woo P, Yuen KY.",Rev Med Virol. 2007 Mar-Apr;17(2):67-91. doi: 10.1002/rmv.520.,Wong S,Rev Med Virol,2007,10/17/06,PMC7169091,,10.1002/rmv.520
28432925,Structure of the S1 subunit C-terminal domain from bat-derived coronavirus HKU5 spike protein,"Han X, Qi J, Song H, Wang Q, Zhang Y, Wu Y, Lu G, Yuen KY, Shi Y, Gao GF.",Virology. 2017 Jul;507:101-109. doi: 10.1016/j.virol.2017.04.016. Epub 2017 Apr 19.,Han X,Virology,2017,4/23/17,PMC7111649,,10.1016/j.virol.2017.04.016
23364191,Coronaviruses in bats from Mexico,"Anthony SJ, Ojeda-Flores R, Rico-Chávez O, Navarrete-Macias I, Zambrana-Torrelio CM, Rostal MK, Epstein JH, Tipps T, Liang E, Sanchez-Leon M, Sotomayor-Bonilla J, Aguirre AA, Ávila-Flores R, Medellín RA, Goldstein T, Suzán G, Daszak P, Lipkin WI.",J Gen Virol. 2013 May;94(Pt 5):1028-1038. doi: 10.1099/vir.0.049759-0. Epub 2013 Jan 30.,Anthony SJ,J Gen Virol,2013,2/1/13,PMC3709589,,10.1099/vir.0.049759-0
17187565,Public health awareness of emerging zoonotic viruses of bats: a European perspective,"van der Poel WH, Lina PH, Kramps JA.",Vector Borne Zoonotic Dis. 2006 Winter;6(4):315-24. doi: 10.1089/vbz.2006.6.315.,van der Poel WH,Vector Borne Zoonotic Dis,2006,12/26/06,,,10.1089/vbz.2006.6.315
28384506,Extensive diversity of coronaviruses in bats from China,"Lin XD, Wang W, Hao ZY, Wang ZX, Guo WP, Guan XQ, Wang MR, Wang HW, Zhou RH, Li MH, Tang GP, Wu J, Holmes EC, Zhang YZ.",Virology. 2017 Jul;507:1-10. doi: 10.1016/j.virol.2017.03.019. Epub 2017 Apr 3.,Lin XD,Virology,2017,4/7/17,PMC7111643,,10.1016/j.virol.2017.03.019
24184965,Detection of coronaviruses in bats of various species in Italy,"Lelli D, Papetti A, Sabelli C, Rosti E, Moreno A, Boniotti MB.",Viruses. 2013 Oct 31;5(11):2679-89. doi: 10.3390/v5112679.,Lelli D,Viruses,2013,11/5/13,PMC3856409,,10.3390/v5112679
17121802,Comparative analysis of twelve genomes of three novel group 2c and group 2d coronaviruses reveals unique group and subgroup features,"Woo PC, Wang M, Lau SK, Xu H, Poon RW, Guo R, Wong BH, Gao K, Tsoi HW, Huang Y, Li KS, Lam CS, Chan KH, Zheng BJ, Yuen KY.",J Virol. 2007 Feb;81(4):1574-85. doi: 10.1128/JVI.02182-06. Epub 2006 Nov 22.,Woo PC,J Virol,2007,11/24/06,PMC1797546,,10.1128/JVI.02182-06
32531235,Role of the GTNGTKR motif in the N-terminal receptor-binding domain of the SARS-CoV-2 spike protein,"Behloul N, Baha S, Shi R, Meng J.",Virus Res. 2020 Sep;286:198058. doi: 10.1016/j.virusres.2020.198058. Epub 2020 Jun 9.,Behloul N,Virus Res,2020,6/13/20,PMC7282740,,10.1016/j.virusres.2020.198058
32475144,"COVID-19-A Novel Zoonotic Disease: A Review of the Disease, the Virus, and Public Health Measures","Mackenzie JS, Smith DW.",Asia Pac J Public Health. 2020 May;32(4):145-153. doi: 10.1177/1010539520931326. Epub 2020 May 30.,Mackenzie JS,Asia Pac J Public Health,2020,6/2/20,,,10.1177/1010539520931326
31883089,Antigen Capture Enzyme-Linked Immunosorbent Assay for Detecting Middle East Respiratory Syndrome Coronavirus in Humans,"Fung J, Lau SKP, Woo PCY.",Methods Mol Biol. 2020;2099:89-97. doi: 10.1007/978-1-0716-0211-9_7.,Fung J,Methods Mol Biol,2020,12/29/19,PMC7123003,,10.1007/978-1-0716-0211-9_7
29498228,"Coronaviruses in guano from Pteropus medius bats in Peradeniya, Sri Lanka","Kudagammana HDWS, Thevanesam V, Chu DKW, Eriyagama NB, Peiris JSM, Noordeen F.",Transbound Emerg Dis. 2018 Aug;65(4):1122-1124. doi: 10.1111/tbed.12851. Epub 2018 Mar 2.,Kudagammana HDWS,Transbound Emerg Dis,2018,3/3/18,PMC7169738,,10.1111/tbed.12851
24532303,"[Middle East respiratory syndrome (MERS): bats or dromedary, which of them is responsible?]",Chastel C.,Bull Soc Pathol Exot. 2014 May;107(2):69-73. doi: 10.1007/s13149-014-0333-1. Epub 2014 Feb 15.,Chastel C,Bull Soc Pathol Exot,2014,2/18/14,PMC7097389,,10.1007/s13149-014-0333-1
19264783,Suppression of host gene expression by nsp1 proteins of group 2 bat coronaviruses,"Tohya Y, Narayanan K, Kamitani W, Huang C, Lokugamage K, Makino S.",J Virol. 2009 May;83(10):5282-8. doi: 10.1128/JVI.02485-08. Epub 2009 Mar 4.,Tohya Y,J Virol,2009,3/7/09,PMC2682096,,10.1128/JVI.02485-08
16864084,[An epidemiological investigation of bats carrying SARS-CoV in Guangzhou and its vicinity],"Li ZF, Hu Y, Zhan HC, Yun XX, Du YP, Ke XM, Yu DX, Li JD, Dai YC, Chen Q, Yu SY.",Nan Fang Yi Ke Da Xue Xue Bao. 2006 Jul;26(7):949-53.,Li ZF,Nan Fang Yi Ke Da Xue Xue Bao,2006,7/26/06,,,
28710271,Novel Alphacoronaviruses and Paramyxoviruses Cocirculate with Type 1 and Severe Acute Respiratory System (SARS)-Related Betacoronaviruses in Synanthropic Bats of Luxembourg,"Pauly M, Pir JB, Loesch C, Sausy A, Snoeck CJ, Hübschen JM, Muller CP.",Appl Environ Microbiol. 2017 Aug 31;83(18):e01326-17. doi: 10.1128/AEM.01326-17. Print 2017 Sep 15.,Pauly M,Appl Environ Microbiol,2017,7/16/17,PMC5583486,,10.1128/AEM.01326-17
32482591,Swine enteric alphacoronavirus (swine acute diarrhea syndrome coronavirus): An update three years after its discovery,"Yang YL, Yu JQ, Huang YW.",Virus Res. 2020 Aug;285:198024. doi: 10.1016/j.virusres.2020.198024. Epub 2020 May 16.,Yang YL,Virus Res,2020,6/3/20,PMC7229464,,10.1016/j.virusres.2020.198024
28555547,Close genetic relatedness of picornaviruses from European and Asian bats,"Lukashev AN, Corman VM, Schacht D, Gloza-Rausch F, Seebens-Hoyer A, Gmyl AP, Drosten C, Drexler JF.",J Gen Virol. 2017 May;98(5):955-961. doi: 10.1099/jgv.0.000760. Epub 2017 May 30.,Lukashev AN,J Gen Virol,2017,5/31/17,,,10.1099/jgv.0.000760
32355260,Genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in Gabon,"Maganga GD, Pinto A, Mombo IM, Madjitobaye M, Mbeang Beyeme AM, Boundenga L, Ar Gouilh M, N'Dilimabaka N, Drexler JF, Drosten C, Leroy EM.",Sci Rep. 2020 Apr 30;10(1):7314. doi: 10.1038/s41598-020-64159-1.,Maganga GD,Sci Rep,2020,5/2/20,PMC7192909,,10.1038/s41598-020-64159-1
32455942,Potential Therapeutic Targeting of Coronavirus Spike Glycoprotein Priming,"Barile E, Baggio C, Gambini L, Shiryaev SA, Strongin AY, Pellecchia M.",Molecules. 2020 May 22;25(10):2424. doi: 10.3390/molecules25102424.,Barile E,Molecules,2020,5/28/20,PMC7287953,,10.3390/molecules25102424
31144002,"Alphacoronavirus Detection in Lungs, Liver, and Intestines of Bats from Brazil","Bittar C, Machado RRG, Comelis MT, Bueno LM, Beguelini MR, Morielle-Versute E, Nogueira ML, Rahal P.",Microb Ecol. 2020 Jan;79(1):203-212. doi: 10.1007/s00248-019-01391-x. Epub 2019 May 29.,Bittar C,Microb Ecol,2020,5/31/19,PMC7080140,,10.1007/s00248-019-01391-x
25123684,European bats as carriers of viruses with zoonotic potential,"Kohl C, Kurth A.",Viruses. 2014 Aug 13;6(8):3110-28. doi: 10.3390/v6083110.,Kohl C,Viruses,2014,8/16/14,PMC4147689,,10.3390/v6083110
19287830,A coronavirus detected in the vampire bat Desmodus rotundus,"Brandão PE, Scheffer K, Villarreal LY, Achkar S, Oliveira Rde N, Fahl Wde O, Castilho JG, Kotait I, Richtzenhain LJ.",Braz J Infect Dis. 2008 Dec;12(6):466-8. doi: 10.1590/s1413-86702008000600003.,Brandão PE,Braz J Infect Dis,2008,3/17/09,,,10.1590/s1413-86702008000600003
28706276,Kanyawara Virus: A Novel Rhabdovirus Infecting Newly Discovered Nycteribiid Bat Flies Infesting Previously Unknown Pteropodid Bats in Uganda,"Goldberg TL, Bennett AJ, Kityo R, Kuhn JH, Chapman CA.",Sci Rep. 2017 Jul 13;7(1):5287. doi: 10.1038/s41598-017-05236-w.,Goldberg TL,Sci Rep,2017,7/15/17,PMC5509700,,10.1038/s41598-017-05236-w
16840328,Prevalence and genetic diversity of coronaviruses in bats from China,"Tang XC, Zhang JX, Zhang SY, Wang P, Fan XH, Li LF, Li G, Dong BQ, Liu W, Cheung CL, Xu KM, Song WJ, Vijaykrishna D, Poon LL, Peiris JS, Smith GJ, Chen H, Guan Y.",J Virol. 2006 Aug;80(15):7481-90. doi: 10.1128/JVI.00697-06.,Tang XC,J Virol,2006,7/15/06,PMC1563713,,10.1128/JVI.00697-06
