Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Selection of roosting and foraging habitat by bats in different-aged aspen mixedwood stands,"Crampton, LH; Barclay, RMR",,,,CONSERVATION BIOLOGY,DEC 1998,1998,12,6,,,,1347,1358,,10.1046/j.1523-1739.1998.97209.x,,,123,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,3,4,10,6,7,10,7,10,4,8,3,6,6,4,2,5,4,0
A domain contributing to the ion channel of ATP-gated P2X(2) receptors identified by the substituted cysteine accessibility method,"Egan, TM; Haines, WR; Voigt, MM",,,,JOURNAL OF NEUROSCIENCE,APR 1 1998,1998,18,7,,,,2350,2359,,,,,123,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,8,6,4,13,9,5,3,7,10,6,7,4,1,9,4,3,0,0,0,3,0
The pathogen Batrachochytrium dendrobatidis disturbs the frog skin microbiome during a natural epidemic and experimental infection,"Jani, Andrea J.; Briggs, Cheryl J.",,,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,NOV 25 2014,2014,111,47,,,,E5049,E5058,,10.1073/pnas.1412752111,,,109,15.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,25,25,26,13,0
Structural characterization and immunogenicity in wild-type and immune tolerant mice of degraded recombinant human interferon alpha2b,"Hermeling, S; Aranha, L; Damen, JMA; Slijper, M; Schellekens, H; Crommelin, DJA; Jiskoot, W",,,,PHARMACEUTICAL RESEARCH,DEC 2005,2005,22,12,,,,1997,2006,,10.1007/s11095-005-8177-9,,,106,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,5,10,9,14,7,7,9,6,7,7,6,2,0
Tungsten-Induced Denaturation and Aggregation of Epoetin Alfa During Primary Packaging as a Cause of Immunogenicity,"Seidl, Andreas; Hainzl, Otmar; Richter, Marleen; Fischer, Robert; Boehm, Stephan; Deutel, Britta; Hartinger, Martin; Windisch, Joerg; Casadevall, Nicole; London, Gerard Michel; Macdougall, Iain",,,,PHARMACEUTICAL RESEARCH,JUN 2012,2012,29,6,,,,1454,1467,,10.1007/s11095-011-0621-4,,,104,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,15,11,19,10,13,8,5,0
A framework for the study of zoonotic disease emergence and its drivers: spillover of bat pathogens as a case study,"Wood, James L. N.; Leach, Melissa; Waldman, Linda; MacGregor, Hayley; Fooks, Anthony R.; Jones, Kate E.; Restif, Olivier; Dechmann, Dina; Hayman, David T. S.; Baker, Kate S.; Peel, Alison J.; Kamins, Alexandra O.; Fahr, Jakob; Ntiamoa-Baidu, Yaa; Suu-Ire, Richard; Breiman, Robert F.; Epstein, Jonathan H.; Field, Hume E.; Cunningham, Andrew A.",,,,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,OCT 19 2012,2012,367,1604,,,,2881,2892,,10.1098/rstb.2012.0228,,,99,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,13,16,14,16,15,8,5,0
Using multi-scale modelling to predict habitat suitability for species of conservation concern: The grey long-eared bat as a case study,"Razgour, Orly; Hanmer, Julia; Jones, Gareth",,,,BIOLOGICAL CONSERVATION,DEC 2011,2011,144,12,,,,2922,2930,,10.1016/j.biocon.2011.08.010,,,93,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,12,12,13,11,16,9,6,0
"Bats, Civets and the emergence of SARS","Wang, L.-F.; Eaton, B. T.",,,"Childs, JE; Mackenzie, JS; Richt, JA","WILDLIFE AND EMERGING ZOONOTIC DISEASES: THE BIOLOGY, CIRCUMSTANCES AND CONSEQUENCES OF CROSS-SPECIES TRANSMISSION",2007,2007,315,,,,,325,344,,,,,92,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,4,7,7,12,11,4,7,2,6,15,0
"Establishment, Immortalisation and Characterisation of Pteropid Bat Cell Lines","Crameri, Gary; Todd, Shawn; Grimley, Samantha; McEachern, Jennifer A.; Marsh, Glenn A.; Smith, Craig; Tachedjian, Mary; De Jong, Carol; Virtue, Elena R.; Yu, Meng; Bulach, Dieter; Liu, Jun-Ping; Michalski, Wojtek P.; Middleton, Deborah; Field, Hume E.; Wang, Lin-Fa",,,,PLOS ONE,DEC 11 2009,2009,4,12,,,,,,e8266,10.1371/journal.pone.0008266,,,90,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,14,12,9,6,7,5,9,10,8,0
Deciphering the bat virome catalog to better understand the ecological diversity of bat viruses and the bat origin of emerging infectious diseases,"Wu, Zhiqiang; Yang, Li; Ren, Xianwen; He, Guimei; Zhang, Junpeng; Yang, Jian; Qian, Zhaohui; Dong, Jie; Sun, Lilian; Zhu, Yafang; Du, Jiang; Yang, Fan; Zhang, Shuyi; Jin, Qi",,,,ISME JOURNAL,MAR 2016,2016,10,3,,,,609,620,,10.1038/ismej.2015.138,,,89,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,23,21,0
Further Evidence for Bats as the Evolutionary Source of Middle East Respiratory Syndrome Coronavirus,"Anthony, S. J.; Gilardi, K.; Menachery, V. D.; Goldstein, T.; Ssebide, B.; Mbabazi, R.; Navarrete-Macias, I.; Liang, E.; Wells, H.; Hicks, A.; Petrosov, A.; Byarugaba, D. K.; Debbink, K.; Dinnon, K. H.; Scobey, T.; Randell, S. H.; Yount, B. L.; Cranfield, M.; Johnson, C. K.; Baric, R. S.; Lipkin, W. I.; Mazet, J. A. K.",,,,MBIO,MAR-APR 2017,2017,8,2,,,,,,e00373-17,10.1128/mBio.00373-17,,,88,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,33,27,0
What do we know about the yeast strains from the Brazilian fuel ethanol industry?,"Della-Bianca, Bianca Eli; Basso, Thiago Olitta; Stambuk, Boris Ugarte; Basso, Luiz Carlos; Gombert, Andreas Karoly",,,,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,FEB 2013,2013,97,3,,,,979,991,,10.1007/s00253-012-4631-x,,,86,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,11,22,12,15,9,0
The deadly coronaviruses: The 2003 SARS pandemic and the 2020 novel coronavirus epidemic in China,"Yang, Yongshi; Peng, Fujun; Wang, Runsheng; Guan, Kai; Jiang, Taijiao; Xu, Guogang; Sun, Jinlyu; Chang, Christopher",,,,JOURNAL OF AUTOIMMUNITY,MAY 2020,2020,109,,,,,,,102434,10.1016/j.jaut.2020.102434,,,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
Effects of Amphibian Chytrid Fungus on Individual Survival Probability in Wild Boreal Toads,"Pilliod, David S.; Muths, Erin; Scherer, Rick D.; Bartelt, Paul E.; Corn, Paul Stephen; Hossack, Blake R.; Lambert, Brad A.; Mccaffery, Rebecca; Gaughan, Christopher",,,,CONSERVATION BIOLOGY,OCT 2010,2010,24,5,,,,1259,1267,,10.1111/j.1523-1739.2010.01506.x,,,78,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,7,8,8,10,11,10,5,4,0
Cross-reactive antibodies in convalescent SARS patients' sera against the emerging novel human coronavirus EMC (2012) by both immunofluorescent and neutralizing antibody tests,"Chan, Kwok-Hung; Chan, Jasper Fuk-Woo; Tse, Herman; Chen, Honglin; Lau, Candy Choi-Yi; Cai, Jian-Piao; Tsang, Alan Ka-Lun; Xiao, Xincai; To, Kelvin Kai-Wang; Lau, Susanna Kar-Pui; Woo, Patrick Chiu-Yat; Zheng, Bo-Jiang; Wang, Ming; Yuen, Kwok-Yung",,,,JOURNAL OF INFECTION,AUG 2013,2013,67,2,,,,130,140,,10.1016/j.jinf.2013.03.015,,,73,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,13,7,5,4,4,17,0
Detection of a novel and highly divergent coronavirus from Asian leopard cats and Chinese ferret badgers in southern China,"Dong, B. Q.; Liu, W.; Fan, X. H.; Vijaykrishna, D.; Tang, X. C.; Gao, F.; Li, L. F.; Li, G. J.; Zhang, J. X.; Yang, L. Q.; Poon, L. L. M.; Zhang, S. Y.; Peiris, J. S. M.; Smith, G. J. D.; Chen, H.; Guan, Y.",,,,JOURNAL OF VIROLOGY,JUL 2007,2007,81,13,,,,6920,6926,,10.1128/JVI.00299-07,,,71,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,6,4,4,4,4,7,4,4,6,5,7,0
Effect of metal ion concentration on the biosorption of Pb2+ and Cd2+ by Caladium bicolor (wild cocoyam),"Horsfall, M; Spiff, AI",,,,AFRICAN JOURNAL OF BIOTECHNOLOGY,FEB 2005,2005,4,2,,,,191,196,,,,,71,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,12,4,5,4,6,4,11,7,0,2,4,0,0
Identification of a Severe Acute Respiratory Syndrome Coronavirus-Like Virus in a Leaf-Nosed Bat in Nigeria,"Quan, Phenix-Lan; Firth, Cadhla; Street, Craig; Henriquez, Jose A.; Petrosov, Alexandra; Tashmukhamedova, Alla; Hutchison, Stephen K.; Egholm, Michael; Osinubi, Modupe O. V.; Niezgoda, Michael; Ogunkoya, Albert B.; Briese, Thomas; Rupprecht, Charles E.; Lipkin, W. Ian",,,,MBIO,SEP-OCT 2010,2010,1,4,,,,,,e00208-10,10.1128/mBio.00208-10,,,69,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,8,10,5,3,6,5,10,0
Metagenomic study of the viruses of African straw-coloured fruit bats: Detection of a chiropteran poxvirus and isolation of a novel adenovirus,"Baker, Kate S.; Leggett, Richard M.; Bexfield, Nicholas H.; Alston, Mark; Daly, Gordon; Todd, Shawn; Tachedjian, Mary; Holmes, Clare E. G.; Crameri, Sandra; Wang, Lin-Fa; Heeney, Jonathan L.; Suu-Ire, Richard; Kellam, Paul; Cunningham, Andrew A.; Wood, James L. N.; Caccamo, Mario; Murcia, Pablo R.",,,,VIROLOGY,JUL 5 2013,2013,441,2,,,,95,106,,10.1016/j.virol.2013.03.014,,,68,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,13,7,10,9,0
"Modeling of the interactions between forest vegetation, disturbances, and sediment yields","Istanbulluoglu, E; Tarboton, DG; Pack, RT; Luce, CH",,,,JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,FEB 19 2004,2004,109,F1,,,,,,F01009,10.1029/2003JF000041,,,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,5,5,6,4,2,4,2,7,7,6,5,1,0
The adrenal cortex and steroidogenesis as cellular and molecular targets for toxicity: Critical omissions from regulatory endocrine disrupter screening strategies for human health?,"Harvey, PW; Everett, DJ",,,,JOURNAL OF APPLIED TOXICOLOGY,MAR-APR 2003,2003,23,2,,,,81,87,,10.1002/jat.896,,,68,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,6,5,5,5,5,3,3,3,1,5,4,3,3,2,0
Alternative stable states and the role of fire-vegetation-soil feedbacks in the temperate wilderness of southwest Tasmania,"Wood, Sam W.; Bowman, David M. J. S.",,,,LANDSCAPE ECOLOGY,JAN 2012,2012,27,1,,,,13,28,,10.1007/s10980-011-9677-0,,,66,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,10,7,10,10,9,3,0
Fork-tailed drongos use deceptive mimicked alarm calls to steal food,"Flower, Tom",,,,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,MAY 22 2011,2011,278,1711,,,,1548,1555,,10.1098/rspb.2010.1932,,,66,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,14,9,4,9,8,6,2,0
Development and Evaluation of a High Density Genotyping 'Axiom_Arachis' Array with 58 K SNPs for Accelerating Genetics and Breeding in Groundnut,"Pandey, Manish K.; Agarwal, Gaurav; Kale, Sandip M.; Clevenger, Josh; Nayak, Spurthi N.; Sriswathi, Manda; Chitikineni, Annapurna; Chavarro, Carolina; Chen, Xiaoping; Upadhyaya, Hari D.; Vishwakarma, Manish K.; Leal-Bertioli, Soraya; Liang, Xuanqiang; Bertioli, David J.; Guo, Baozhu; Jackson, Scott A.; Ozias-Akins, Peggy; Varshney, Rajeev K.",,,,SCIENTIFIC REPORTS,JAN 16 2017,2017,7,,,,,,,40577,10.1038/srep40577,,,63,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,21,14,0
Shrub encroachment affects mammalian carnivore abundance and species richness in semiarid rangelands,"Blaum, Niels; Rossmanith, Eva; Popp, Alexander; Jeltsch, Florian",,,,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,JAN-FEB 2007,2007,31,1,,,,86,92,,10.1016/j.actao.2006.10.004,,,63,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,3,4,1,2,8,2,7,4,8,6,6,0
Noncovalent association of P-selectin glycoprotein ligand-1 and minimal determinants for binding to P-selectin,"Epperson, TR; Patel, KD; McEver, RP; Cummings, RD",,,,JOURNAL OF BIOLOGICAL CHEMISTRY,MAR 17 2000,2000,275,11,,,,7839,7853,,10.1074/jbc.275.11.7839,,,60,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,2,5,1,3,1,6,3,5,3,2,1,2,0,0,3,1,3,0
"EVAPORATIVE WATER-LOSS IN 2 SYMPATRIC SPECIES OF VESPERTILIONID BAT, PLECOTUS-AURITUS AND MYOTIS-DAUBENTONI - RELATION TO FORAGING MODE AND IMPLICATIONS FOR ROOST SITE SELECTION","WEBB, PI; SPEAKMAN, JR; RACEY, PA",,,,JOURNAL OF ZOOLOGY,FEB 1995,1995,235,,2,,,269,278,,,,,60,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,1,2,2,1,4,1,3,0,6,1,4,4,5,4,1,3,2,6,1,0
A live attenuated severe acute respiratory syndrome coronavirus is immunogenic and efficacious in Golden Syrian hamsters,"Lamirande, Elaine W.; DeDiego, Marta L.; Roberts, Anjeanette; Jackson, Jadon P.; Alvarez, Enrique; Sheahan, Tim; Shieh, Wun-Ju; Zaki, Sherif R.; Baric, Ralph; Enjuanes, Luis; Subbarao, Kanta",,,,JOURNAL OF VIROLOGY,AUG 2008,2008,82,15,,,,7721,7724,,10.1128/JVI.00304-08,,,59,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,1,3,9,10,4,5,1,3,14,0
Screening for pain phenotypes: Analysis of three congenic mouse strains on a battery of nine nociceptive assays,"Mogil, Jeffrey S.; Ritchie, Jennifer; Sotocinal, Susana G.; Smith, Shad B.; Croteau, Sylvie; Levitin, Daniel J.; Naumova, Anna K.",,,,PAIN,DEC 15 2006,2006,126,1-3,,,,24,34,,10.1016/j.pain.2006.06.004,,,58,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,6,3,2,2,7,3,5,5,0,5,1,0
AudioMoth: Evaluation of a smart open acoustic device for monitoring biodiversity and the environment,"Hill, Andrew P.; Prince, Peter; Covarrubias, Evelyn Pina; Doncaster, C. Patrick; Snaddon, Jake L.; Rogers, Alex",,,,METHODS IN ECOLOGY AND EVOLUTION,MAY 2018,2018,9,5,,,,1199,1211,,10.1111/2041-210X.12955,,,56,18.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,20,0
