"","X.1","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","family"
"52",240,240,218,"amplification of emerging viruses in a bat colony","Drexler et al.","Emerg Infect Dis",2011,40,9,0.225,"Myotis myotis","alphacoronavirus",NA,"","bat","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Germany","N","Rhineland-Palatinate","Attic","6°55′52.17′′E","50°25′46.91′′N","2009",NA,"",NA,"","May","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",0,0,0,1,50.4296972222222,6.93115833333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","VESPERTILIONIDAE"
"53",241,241,219,"amplification of emerging viruses in a bat colony","Drexler et al.","Emerg Infect Dis",2011,48,35,0.729167,"Myotis myotis","alphacoronavirus",NA,"","bat","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Germany","N","Rhineland-Palatinate","Attic","6°55′52.17′′E","50°25′46.91′′N","2009",NA,"",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",1,0,0,0,50.4296972222222,6.93115833333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","VESPERTILIONIDAE"
"54",242,242,220,"amplification of emerging viruses in a bat colony","Drexler et al.","Emerg Infect Dis",2011,40,40,1,"Myotis myotis","alphacoronavirus",NA,"","bat","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Germany","N","Rhineland-Palatinate","Attic","6°55′52.17′′E","50°25′46.91′′N","2010",NA,"",NA,"","Early May","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",0,0,0,1,50.4296972222222,6.93115833333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","VESPERTILIONIDAE"
"55",243,243,221,"amplification of emerging viruses in a bat colony","Drexler et al.","Emerg Infect Dis",2011,18,9,0.5,"Myotis myotis","alphacoronavirus",NA,"","bat","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Germany","N","Rhineland-Palatinate","Attic","6°55′52.17′′E","50°25′46.91′′N","2010",NA,"",NA,"","Late May","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",0,0,0,1,50.4296972222222,6.93115833333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","VESPERTILIONIDAE"
"56",244,244,222,"amplification of emerging viruses in a bat colony","Drexler et al.","Emerg Infect Dis",2011,49,10,0.204082,"Myotis myotis","alphacoronavirus",NA,"","bat","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Germany","N","Rhineland-Palatinate","Attic","6°55′52.17′′E","50°25′46.91′′N","2010",NA,"",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",1,0,0,0,50.4296972222222,6.93115833333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","VESPERTILIONIDAE"
"57",245,245,223,"amplification of emerging viruses in a bat colony","Drexler et al.","Emerg Infect Dis",2011,40,39,0.975,"Myotis myotis","alphacoronavirus",NA,"","bat","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Germany","N","Rhineland-Palatinate","Attic","6°55′52.17′′E","50°25′46.91′′N","2010",NA,"",NA,"","Early July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",1,0,0,0,50.4296972222222,6.93115833333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","VESPERTILIONIDAE"
"58",246,246,224,"amplification of emerging viruses in a bat colony","Drexler et al.","Emerg Infect Dis",2011,40,39,0.975,"Myotis myotis","alphacoronavirus",NA,"","bat","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Germany","N","Rhineland-Palatinate","Attic","6°55′52.17′′E","50°25′46.91′′N","2010",NA,"",NA,"","Late July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",1,0,0,0,50.4296972222222,6.93115833333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","VESPERTILIONIDAE"
"59",259,259,243,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,22,10,0.454545,"Mormopterus jugularis","alphacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Madagascar","S","","",NA,NA,"2013",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","tissue",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Mormopterus jugularis","MOLOSSIDAE"
"60",275,275,259,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,60,7,0.116667,"Chaerephon pusillus","alphacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","France","N","Mayotte","",NA,NA,"2014",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Chaerephon pumilus","MOLOSSIDAE"
"61",277,277,261,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,59,10,0.169492,"Hipposideros caffer","alphacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal/oral swab","Mozambique","S","","",NA,NA,"2015",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Hipposideros caffer","HIPPOSIDERIDAE"
"62",278,278,262,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,21,4,0.190476,"Miniopterus mossambicus","alphacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal/oral swab","Mozambique","S","","",NA,NA,"2015",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Miniopterus mossambicus","MINIOPTERIDAE"
"63",279,279,263,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,54,11,0.203704,"Mops condylurus","alphacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal/oral swab","Mozambique","S","","",NA,NA,"2015",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Mops condylurus","MOLOSSIDAE"
"64",281,281,265,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,9,6,0.666667,"Rhinolophus lobatus","alphacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal/oral swab","Mozambique","S","","",NA,NA,"2015",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Rhinolophus landeri","RHINOLOPHIDAE"
"65",283,283,267,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,30,9,0.3,"Rhinolophus rhodesiae","alphacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal/oral swab","Mozambique","S","","",NA,NA,"2015",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Rhinolophus simulator","RHINOLOPHIDAE"
"66",285,285,269,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,51,9,0.176471,"Triaenops afer","alphacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal/oral swab","Mozambique","S","","",NA,NA,"2015",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Triaenops afer","HIPPOSIDERIDAE"
"67",288,288,272,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,50,2,0.04,"Mormopterus francoismoutoui","alphacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal/oral swab","France","N","Réunion","",NA,NA,"2015",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Mormopterus francoismoutoui","MOLOSSIDAE"
"68",298,298,282,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,4,4,1,"Scotphilus kuhlii","alphacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site B",NA,NA,"2008",NA,"",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","alphacoronavirus",1,"Scotophilus kuhlii","VESPERTILIONIDAE"
"69",332,332,327,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,499,52,0.104208,"Rhinolophus affinis","alphacoronavirus",NA,"","Rhinolophus bat","HKU2","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Guangdong, Guizhou, Hainan, Henan, Jiangsu, Yunnan, Zhejiang","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus affinis","RHINOLOPHIDAE"
"70",336,336,332,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,31,1,0.032258,"Rhinolophus macrotis","alphacoronavirus",NA,"","Rhinolophus bat","HKU2","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Chongqing, Guangdong, Guangxi, Hebei, Hubei, Jiangsu, Beijing, Yunnan","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus macrotis","RHINOLOPHIDAE"
"71",339,339,335,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,283,4,0.014134,"Rhinolophus pusillus","alphacoronavirus",NA,"","Rhinolophus bat ","HKU2","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Fujian, Guangdong, Guangxi, Hebei, Henan, Hubei, Jiangsu, Shandong","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"72",340,340,336,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,55,25,0.454545,"Rhinolophus shamelli","alphacoronavirus",NA,"","Rhinolophus bat ","HKU2","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Yunnan","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus shameli","RHINOLOPHIDAE"
"73",341,341,337,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,740,23,0.031081,"Rhinolophus sinicus","alphacoronavirus",NA,"","","Rhinolophus bat HKU2 (12), Miniopterus Bat 1 (3), btcov/rh/yn2012 (6),  RsBtCoV/13187 (2)","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangsu, Sichuan, Yunnan, Zhejiang","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/25/2022 8:34pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"74",343,343,339,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,499,2,0.004008,"Rhinolophus affinis","alphacoronavirus",NA,"","Miniopterus bat ","HKU8","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Guangdong, Guizhou, Hainan, Henan, Jiangsu, Yunnan, Zhejiang","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus affinis","RHINOLOPHIDAE"
"75",344,344,348,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,55,10,0.181818,"Rhinolophus shamelli","alphacoronavirus",NA,"","Miniopterus bat ","HKU8","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Yunnan","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus shameli","RHINOLOPHIDAE"
"76",345,345,353,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,238,1,0.004202,"Rhinolophus ferrumequinum","alphacoronavirus",NA,"","","HuB2013","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Beijing, Fujian, Gansu, Guizhou, Hebei, Henan, Shandong, Shanxi, Yunnan","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"77",346,346,372,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,55,1,0.018182,"Rhinolophus shamelli","alphacoronavirus",NA,"","Miniopterus bat ","1","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Yunnan","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus shameli","RHINOLOPHIDAE"
"78",352,352,387,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,499,3,0.006012,"Rhinolophus affinis","alphacoronavirus",NA,"","bat","btcov/rh/yn2012","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Guangdong, Guizhou, Hainan, Henan, Jiangsu, Yunnan, Zhejiang","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus affinis","RHINOLOPHIDAE"
"79",353,353,408,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,55,2,0.036364,"Rhinolophus shamelli","alphacoronavirus",NA,"","bat","RshBtCoV/4017-1","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Yunnan","",NA,NA,"",2004,"November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus shameli","RHINOLOPHIDAE"
"80",357,357,421,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,50,8,0.16,"Myotis daubentonii","alphacoronavirus",NA,"","bat","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Noordwijkerhout, Stompwijk, Rijswijk, Waversveen, Woerdense verlaat, Beekermark-Zeddam, Maastricht-west, Berg en Terblijt, Geulhem, Sibbe",NA,NA,"2008",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis daubentonii","VESPERTILIONIDAE"
"81",358,358,422,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,105,20,0.190476,"Myotis dasycneme","alphacoronavirus",NA,"","bat","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Tollebeek, Stokkelaarsbrug, Almere, Stompwijk, Waversveen, Papenveer, Ter Aar, Woerdense verlaat, Reeuwijk, Gouda",NA,NA,"2008",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis dasycneme","VESPERTILIONIDAE"
"82",363,363,427,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,14,5,0.357143,"Nyctalus noctula","alphacoronavirus",NA,"","bat","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Noordwijkerhout, Wassenaar, Scheveningen, Den Haag",NA,NA,"2008",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Nyctalus noctula","VESPERTILIONIDAE"
"83",365,365,429,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,8,1,0.125,"Pipistrellus pipistrellus","alphacoronavirus",NA,"","bat","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Noordwijkerhout, 's Gravenland, Doetinchem–De Huet, Doetinchem–Wijnbergen",NA,NA,"2008",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Pipistrellus pipistrellus","VESPERTILIONIDAE"
