"","X.1","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","family"
"45",385,385,497,"complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome","Lau et al.","Virology",2007,64,1,0.015625,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","bat","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Guangdong","",NA,NA,"",2004,"April",2006,"April","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"46",410,410,513,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,14,1,0.071429,"Plecotus auritus","betacoronavirus",NA,"","","Paur4241_IT_16","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","Cuneo","Garessio",NA,NA,"2016",NA,"",NA,"","September","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Plecotus auritus","VESPERTILIONIDAE"
"47",418,418,534,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,38,3,0.078947,"Rhinolophus ferrumequinum","betacoronavirus",NA,"","","Rfer4019_IT_16 (1), Rfer4027_IT_16 (1), Rfer4075_IT_16 (1)","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","?","?",NA,NA,"2016",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/25/2022 8:51pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"48",419,419,538,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,38,1,0.026316,"Rhinolophus ferrumequinum","betacoronavirus",NA,"","","Rfer4074_IT_16","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","Alessandria","Vignale Monferrato",NA,NA,"2016",NA,"",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:10pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"49",422,422,584,"coronaviruses in bent-winged bats (miniopterus spp.)","Chu et al.","J Gen Virol",2006,44,1,0.022727,"Miniopterus magnater","betacoronavirus",NA,"Sarbecovirus","bat","","pooled","cross-sectional","RNA","RT-PCR,hemi-nested PCR","multiple","RdRp",NA,"faecal and/or throat sample","China","N","Hong Kong","abandoned mine cave ",NA,NA,"",2005,"",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",1,0,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Miniopterus magnater","MINIOPTERIDAE"
"56",512,512,686,"coronaviruses in guano from pteropus medius bats in peradeniya, sri lanka","Kudagammana et al.","Transbound Emerg Dis",2018,50,8,0.16,"Pteropus medius","betacoronavirus",NA,"Group D","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Sri Lanka","N","","Royal Botanical Gardens ",NA,NA,"2014",NA,"February",NA,"March","","Winter,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:11pm","faecal, rectal, or anal","faeces",0,0,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Pteropus giganteus","PTEROPODIDAE"
"57",516,516,690,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,15,1,0.066667,"Hipposideros caffer","betacoronavirus",NA,"","","PREDICT_CoV-44","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","12",NA,NA,"2011",NA,"",NA,"","Rainy","Fall",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Hipposideros caffer","HIPPOSIDERIDAE"
"58",517,517,691,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,19,2,0.105263,"Rhinolophus clivosus","betacoronavirus",NA,"","","PREDICT_CoV-43","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","12",NA,NA,"2011",NA,"",NA,"","Rainy","Fall",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus clivosus","RHINOLOPHIDAE"
"59",518,518,734,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,19,1,0.052632,"Rhinolophus clivosus","betacoronavirus",NA,"","","PREDICT_CoV-44","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","11",NA,NA,"2013",NA,"",NA,"","Rainy","Fall",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus clivosus","RHINOLOPHIDAE"
"60",526,526,698,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,53,4,0.075472,"Eidolon helvum","betacoronavirus",NA,"","bat","Strain of Eidolon bat coronavirus/Kenya/KY24/2006","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","3",NA,NA,"",2012,"",NA,"","Rainy","Fall",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Eidolon helvum","PTEROPODIDAE"
"61",528,528,700,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,9,2,0.222222,"Eidolon helvum","betacoronavirus",NA,"","bat","Strain of Eidolon bat coronavirus/Kenya/KY24/2006","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","8",NA,NA,"",2012,"",NA,"","Rainy","Fall",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Eidolon helvum","PTEROPODIDAE"
"62",529,529,701,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,9,6,0.666667,"Eidolon helvum","betacoronavirus",NA,"","bat","Strain of Eidolon bat coronavirus/Kenya/KY24/2006","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","5",NA,NA,"",2013,"",NA,"","Dry","Winter,Spring",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,0,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Eidolon helvum","PTEROPODIDAE"
"63",530,530,702,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,9,2,0.222222,"Rousettus aegyptiacus","betacoronavirus",NA,"","bat","Strain of Bat coronavirus HKU9","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","6",NA,NA,"",2013,"",NA,"","Rainy","Fall",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rousettus aegyptiacus","PTEROPODIDAE"
"64",532,532,704,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,6,1,0.166667,"Myonicteris angolensis","betacoronavirus",NA,"","","PREDICT_CoV-66 ","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","11",NA,NA,"",2013,"",NA,"","Rainy","Fall",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Myonycteris angolensis","PTEROPODIDAE"
"65",538,538,710,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,5,2,0.4,"Rousettus aegyptiacus","betacoronavirus",NA,"","bat","Strain of Kenya/bat coronavirus/BtKY56/BtKY55","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","10",NA,NA,"",2013,"",NA,"","Rainy","Fall",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rousettus aegyptiacus","PTEROPODIDAE"
"66",539,539,711,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,5,1,0.2,"Eidolon helvum","betacoronavirus",NA,"","bat","Strain of Eidolon bat coronavirus/Kenya/KY24/2006","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","4",NA,NA,"",2012,"",NA,"","Rainy","Fall",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Eidolon helvum","PTEROPODIDAE"
"67",559,559,731,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,9,1,0.111111,"Epomophorus labiatus","betacoronavirus",NA,"","bat","Strain of Kenya bat coronavirus/BtKY56/BtKY55","single","cross-sectional","RNA","consensus RT-PCR","multiple","RdRp",NA,"rectal/oral swab","Rwanda","S","","1",NA,NA,"",2013,"",NA,"","Rainy","Fall",NA,"","","","","VERENA Admin","4/28/2022 7:05pm","pooled swabs/samples","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Epomophorus labiatus","PTEROPODIDAE"
"68",572,572,751,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,126,1,0.007937,"Rhinonicteris aurantia","betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces or anal swab or intestinal content or oropharyngeal swab","Australia","S","Northern Territory","",NA,NA,"",2006,"",2009,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","betacoronavirus",1,"Rhinonicteris aurantia","HIPPOSIDERIDAE"
"69",574,574,753,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,33,4,0.121212,"Pteropus alecto","betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces or anal swab or intestinal content or oropharyngeal swab","Australia","S","south-east Queensland","",NA,NA,"2009",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","betacoronavirus",1,"Pteropus alecto","PTEROPODIDAE"
"70",624,624,862,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016","Ali et al.","Eurosurveillance",2017,24,0,0,"Rousettous aegyptiacus","betacoronavirus",NA,"Merbecovirus","","","single","cross-sectional","RNA","rtRT-PCR","single","UpE, Orf1a, RdRp, N",NA,"throat swab","Egypt","N","","",NA,NA,"2015/2016",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp_Other","No","No","PCR","betacoronavirus",1,"Rousettus aegyptiacus","PTEROPODIDAE"
"71",625,625,863,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016","Ali et al.","Eurosurveillance",2017,28,0,0,"Pipistrellus deserti","betacoronavirus",NA,"Merbecovirus","","","single","cross-sectional","RNA","rtRT-PCR","single","UpE, Orf1a, RdRp, N",NA,"throat swab","Egypt","N","","",NA,NA,"2015/2016",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp_Other","No","No","PCR","betacoronavirus",1,"Pipistrellus deserti","VESPERTILIONIDAE"
"72",626,626,864,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016","Ali et al.","Eurosurveillance",2017,30,0,0,"Nycteris thebaica","betacoronavirus",NA,"Merbecovirus","","","single","cross-sectional","RNA","rtRT-PCR","single","UpE, Orf1a, RdRp, N",NA,"throat swab","Egypt","N","","",NA,NA,"2015/2016",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp_Other","No","No","PCR","betacoronavirus",1,"Nycteris thebaica","NYCTERIDAE"
"73",627,627,865,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016","Ali et al.","Eurosurveillance",2017,27,0,0,"Taphozous perforates","betacoronavirus",NA,"Merbecovirus","","","single","cross-sectional","RNA","rtRT-PCR","single","UpE, Orf1a, RdRp, N",NA,"throat swab","Egypt","N","","",NA,NA,"2015/2016",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp_Other","No","No","PCR","betacoronavirus",1,"Taphozous perforatus","EMBALLONURIDAE"
"74",628,628,867,"detection of a virus related to betacoronaviruses in italian greater horseshoe bats","Balboni et al.","Epidemiol Infect",2011,41,2,0.04878,"Rhinolophus ferrumequinum","betacoronavirus",NA,"Sarbecovirus","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Modena and Foggia","",NA,NA,"2009",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"75",676,676,914,"detection of severe acute respiratory syndrome-like, middle east respiratory syndrome-like bat coronaviruses and group h rotavirus in faeces of korean bats","Kim et al.","Transbound Emerg Dis",2016,6,1,0.166667,"Rhinolophus ferrumequinum","betacoronavirus",NA,"Sarbecovirus","bat","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","South Korea","N","Inje","BM abandoned mine",NA,NA,"2015",NA,"",NA,"","October","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"76",686,686,2996,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,50,1,0.02,"Rhinolophus monoceros","betacoronavirus",NA,"Sarbecovirus","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Miaoli, Dili, Dongshan","Woods (Miaoli), irrigation culvert (Dili), irrigation culvert (Dongshan) ","121°00'45″E (Miaoli), 120°250 27″E (Dongshan), 120°54'51″E (Dili)","24°25'35″N (Miaoli), 23°19'04″N (Dongshan), 23°48'24″N (Dili)","",2013,"November",2014,"October","","Year",3,"Y","","","","VERENA Admin","4/26/2022 1:57pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"77",713,713,963,"discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china","Wang et al.","Emerg Microbes Infect",2017,10,4,0.4,"Rhinolophus pusillus","betacoronavirus",NA,"Sarbecovirus","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","Tengchong",NA,NA,"2012",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"78",719,719,972,"discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china","Wang et al.","Emerg Microbes Infect",2017,10,1,0.1,"Rhinolophus pusillus","betacoronavirus",NA,"Sarbecovirus","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","Mangshi ",NA,NA,"2012",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"79",724,724,984,"discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus","Hu et al.","Plos Pathog",2017,14,1,0.071429,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Yunnan","Kunning city cave",NA,NA,"2011",2011,"April",2015,"October","April","Spring",8,"","","","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"80",725,725,985,"discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus","Hu et al.","Plos Pathog",2017,8,3,0.375,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Yunnan","Kunning city cave",NA,NA,"2011",2011,"April",2015,"October","October","Fall",8,"","","","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"81",726,726,986,"discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus","Hu et al.","Plos Pathog",2017,54,4,0.074074,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces/anal swab","China","N","Yunnan","Kunning city cave",NA,NA,"2012",2011,"April",2015,"October","May","Spring",8,"","","","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","pooled",0,0,0,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"82",727,727,2988,"discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus","Hu et al.","Plos Pathog",2017,39,16,0.410256,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","Kunning city cave",NA,NA,"2012",2011,"April",2015,"October","September","Fall",8,"","","","","VERENA Admin","4/25/2022 1:57pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"83",728,728,2989,"discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus","Hu et al.","Plos Pathog",2017,39,3,0.076923,"Rhinolophus ferrumequinum","betacoronavirus",NA,"Sarbecovirus","","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","Kunning city cave",NA,NA,"2012",2011,"April",2015,"October","September","Fall",8,"","","","","VERENA Admin","4/25/2022 1:57pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"84",729,729,988,"discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus","Hu et al.","Plos Pathog",2017,52,16,0.307692,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","Kunning city cave",NA,NA,"2013",2011,"April",2015,"October","April","Spring",8,"","","","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
