UniqueID,Field 25,author (from Imported table 2),journal (from Imported table 2),year (from Imported table 2),sample,positives,prevalence,bat_species,virus_genus,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single/multiple PCR method,Primers,gene_targets,Terminal sampling?,tissue,country,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,# Sampling Trips,Sex Info?,Habitat Disturbance Info?,Coinfection Info?,Flag,Entered by,Last modified
87,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,1,0,0,Molossops temminckii,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,lung,Brazil,São José do Rio Preto,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:43am
88,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,1,0,0,Molossops temminckii,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,intestines,Brazil,São José do Rio Preto,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:43am
89,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,11,1,0.090909,Molossus molossus,alphacoronavirus,,bat,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,liver,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 12:02pm
90,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,11,1,0.090909,Molossus molossus,alphacoronavirus,,bat,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,lung,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 12:02pm
91,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,11,1,0.090909,Molossus molossus,alphacoronavirus,,bat,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,intestines,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 12:02pm
92,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,4,0,0,Molossus rufus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,liver,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
93,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,4,0,0,Molossus rufus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,lung,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
94,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,4,0,0,Molossus rufus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,intestines,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
95,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,2,0,0,Eumops glaucinus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,liver,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
96,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,2,0,0,Eumops glaucinus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,lung,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
97,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,2,0,0,Eumops glaucinus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,intestines,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
98,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,9,0,0,Artibeus literatus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,liver,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
99,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,9,0,0,Artibeus literatus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,lung,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
100,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,9,0,0,Artibeus literatus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,intestines,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
101,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,9,0,0,Artibeus planirostris,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,liver,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
102,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,9,0,0,Artibeus planirostris,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,lung,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
103,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,9,0,0,Artibeus planirostris,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,intestines,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
104,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,2,0,0,Diphylla ecaudata,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,liver,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
105,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,2,0,0,Diphylla ecaudata,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,lung,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
106,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,2,0,0,Diphylla ecaudata,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,intestines,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
107,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,1,0,0,Peropteryx leucoptera,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,liver,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
108,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,1,0,0,Peropteryx leucoptera,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,lung,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
109,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,1,0,0,Peropteryx leucoptera,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,intestines,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
110,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,1,0,0,Desmodus rotundus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,liver,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
111,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,1,0,0,Desmodus rotundus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,lung,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
112,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""",Bittar et al.,Microb Ecol,2020,1,0,0,Desmodus rotundus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp: nsP12,,intestines,Brazil,Barreiras,,,,,,,,,,,,,,,VERENA Admin,7/19/2021 11:48am
113,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""",Asano et al.,Virol J,2016,11,3,0.272727,Cynomops abrasus,alphacoronavirus,,bat,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Brazil,Säo Paolo,,,,,2013,March,2014,July,,,,,,,VERENA Admin,7/19/2021 12:02pm
114,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""",Asano et al.,Virol J,2016,5,3,0.6,Cynomops planirostris,alphacoronavirus,,bat,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Brazil,Säo Paolo,,,,,2013,March,2014,July,,,,,,,VERENA Admin,7/19/2021 12:02pm
115,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""",Asano et al.,Virol J,2016,41,1,0.02439,Desmodus rotundus,alphacoronavirus,,bat,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Brazil,Säo Paolo,,,,,2013,March,2014,July,,,,,,,VERENA Admin,7/19/2021 12:02pm
116,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""",Asano et al.,Virol J,2016,33,1,0.030303,Glossophaga soricina,alphacoronavirus,,bat,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Brazil,Säo Paolo,,,,,2013,March,2014,July,,,,,,,VERENA Admin,7/19/2021 12:02pm
117,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""",Asano et al.,Virol J,2016,12,1,0.083333,Platyrrhinus lineatus,alphacoronavirus,,bat,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Brazil,Säo Paolo,,,,,2013,March,2014,July,,,,,,,VERENA Admin,7/19/2021 12:02pm
119,alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats,Goffard et al.,Viruses,2015,53,3,0.056604,Pipistrellus pipistrellus,alphacoronavirus,,,,single,cross-sectional,RNA,nested PCR,multiple,,RdRp,,faeces,France,Bourges,Colony 1,02º 34'54'' E,47º 00'39” N,2014,,,,,July,,,,,,Binqi Chen,3/19/2021 4:23pm
120,alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats,Goffard et al.,Viruses,2015,20,2,0.1,Pipistrellus pipistrellus,alphacoronavirus,,,,single,cross-sectional,RNA,nested PCR,multiple,,RdRp,,faeces,France,Bourges,Colony 2, 02º 31'02” E,47º 04'59” N,2014,,,,,July,,,,,,Binqi Chen,3/19/2021 4:24pm
121,alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats,Goffard et al.,Viruses,2015,10,0,0,Pipistrellus pipistrellus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested PCR,multiple,,RdRp,,faeces,France,Bourges,Colony 3,02º 32'19” E,46º 56'23” N,2014,,,,,July,,,,,,Binqi Chen,6/26/2021 5:17pm
122,alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats,Goffard et al.,Viruses,2015,35,0,0,Pipistrellus pipistrellus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested PCR,multiple,,RdRp,,faeces,France,Bourges,Colony 4,02º 33'38” E,47º 02'39” N,2014,,,,,July,,,,,,Binqi Chen,6/26/2021 5:18pm
123,alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats,Goffard et al.,Viruses,2015,10,0,0,Myotis myotis,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested PCR,multiple,,RdRp,,faeces,France,Bourges,Colony 5,02º 31122” E,47º 04'24” N,2014,,,,,July,,,,,,Binqi Chen,6/26/2021 5:18pm
124,alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats,Goffard et al.,Viruses,2015,10,0,0,Eptesicus serotinus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested PCR,multiple,,RdRp,,faeces,France,Bourges,Colony 6,02º 18'59” E,46º 51'27” N,2014,,,,,July,,,,,,Binqi Chen,6/26/2021 5:18pm
125,alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats,Goffard et al.,Viruses,2015,24,0,0,Barbastella barbastellus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested PCR,multiple,,RdRp,,faeces,France,Bourges,Colony 7,02º 23'21” E,46º 49'28” N,2014,,,,,August,,,,,,Binqi Chen,6/26/2021 5:18pm
126,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,11,0,0,Myotis lucifugus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 1,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 11:37am
127,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,3,0,0,Myotis volans,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 2,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 11:37am
128,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,29,0,0,Eptesicus fuscus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 3,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 11:37am
129,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,1,0,0,Lasionycteris noctivagans,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 3,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 11:37am
130,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,5,1,0.2,Eptesicus fuscus,alphacoronavirus or betacoronavirus,,bat,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 4,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 12:02pm
131,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,20,0,0,Lasiurus cinereus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 4,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 11:37am
132,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,1,0,0,Lasionycteris noctivagans,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 4,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 11:37am
133,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,1,0,0,Myotis cillolabrum,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 4,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 11:37am
134,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,7,1,0.142857,Myotis evotis,alphacoronavirus,,bat,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 4,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 12:02pm
135,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,16,5,0.3125,Myotis volans,alphacoronavirus,,bat,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 4,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 12:02pm
196,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,34,2,0.058824,Myotis volans,alphacoronavirus,,bat,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 4,,,2008,,,,,Summer,,,,,,VERENA Admin,7/19/2021 12:02pm
197,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,26,5,0.192308,Myotis volans,alphacoronavirus,,bat,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 4,,,2009,,,,,Summer,,,,,,VERENA Admin,7/19/2021 12:02pm
136,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,11,0,0,Antrozous pallidus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 5,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 11:37am
137,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,1,0,0,Corynorhinus townsendii,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 5,,,2007,,,,,Summer,,,,,,VERENA Admin,7/19/2021 11:37am
138,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,4,4,1,Eptesicus fuscus,alphacoronavirus,,bat,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 5,,,2008,,,,,Summer,,,,,,VERENA Admin,7/19/2021 12:03pm
198,"""alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans""",Osborne et al.,Plos One,2011,14,4,0.285714,Eptesicus fuscus,alphacoronavirus,,bat,,single,cross-sectional,RNA,hemi-nested RT-PCR,multiple,,RdRp,,faeces/anal swab,United States of America,Colorado,Site 5,,,2009,,,,,Summer,,,,,,VERENA Admin,7/19/2021 12:03pm
