"","UniqueID","Field.25","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","Primers","gene_targets","Terminal.sampling.","tissue","country","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Entered.by","Last.modified","euthanasia"
"64",84,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Sturnira lilium","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"lung","Brazil","São José do Rio Preto","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:43am","Y"
"65",85,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Sturnira lilium","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"intestines","Brazil","São José do Rio Preto","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:43am","Y"
"66",86,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Molossops temminckii","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"liver","Brazil","São José do Rio Preto","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:43am","Y"
"67",87,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Molossops temminckii","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"lung","Brazil","São José do Rio Preto","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:43am","Y"
"68",88,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Molossops temminckii","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"intestines","Brazil","São José do Rio Preto","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:43am","Y"
"69",89,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,11,1,0.090909,"Molossus molossus","alphacoronavirus","","bat","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"liver","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 11:02am","Y"
"70",90,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,11,1,0.090909,"Molossus molossus","alphacoronavirus","","bat","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"lung","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 11:02am","Y"
"71",91,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,11,1,0.090909,"Molossus molossus","alphacoronavirus","","bat","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"intestines","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 11:02am","Y"
"72",92,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,4,0,0,"Molossus rufus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"liver","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"73",93,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,4,0,0,"Molossus rufus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"lung","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"74",94,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,4,0,0,"Molossus rufus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"intestines","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"75",95,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,2,0,0,"Eumops glaucinus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"liver","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"76",96,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,2,0,0,"Eumops glaucinus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"lung","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"77",97,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,2,0,0,"Eumops glaucinus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"intestines","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"78",98,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,9,0,0,"Artibeus literatus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"liver","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"79",99,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,9,0,0,"Artibeus literatus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"lung","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"80",100,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,9,0,0,"Artibeus literatus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"intestines","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"81",101,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,9,0,0,"Artibeus planirostris","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"liver","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"82",102,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,9,0,0,"Artibeus planirostris","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"lung","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"83",103,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,9,0,0,"Artibeus planirostris","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"intestines","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"84",104,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,2,0,0,"Diphylla ecaudata","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"liver","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"85",105,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,2,0,0,"Diphylla ecaudata","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"lung","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"86",106,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,2,0,0,"Diphylla ecaudata","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"intestines","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"87",107,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Peropteryx leucoptera","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"liver","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"88",108,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Peropteryx leucoptera","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"lung","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"89",109,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Peropteryx leucoptera","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"intestines","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"90",110,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"liver","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"91",111,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"lung","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"92",112,"""alphacoronavirus detection in lungs, liver, and intestines of bats from brazil""","Bittar et al.","Microb Ecol",2020,1,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp: nsP12",NA,"intestines","Brazil","Barreiras","","","","","","",NA,"","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"93",113,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""","Asano et al.","Virol J",2016,11,3,0.272727,"Cynomops abrasus","alphacoronavirus","","bat","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Brazil","Säo Paolo","","","","","2013","March",2014,"July","",NA,"","","","VERENA Admin","7/19/2021 11:02am","Y"
"94",114,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""","Asano et al.","Virol J",2016,5,3,0.6,"Cynomops planirostris","alphacoronavirus","","bat","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Brazil","Säo Paolo","","","","","2013","March",2014,"July","",NA,"","","","VERENA Admin","7/19/2021 11:02am","Y"
"95",115,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""","Asano et al.","Virol J",2016,41,1,0.02439,"Desmodus rotundus","alphacoronavirus","","bat","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Brazil","Säo Paolo","","","","","2013","March",2014,"July","",NA,"","","","VERENA Admin","7/19/2021 11:02am","Y"
"96",116,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""","Asano et al.","Virol J",2016,33,1,0.030303,"Glossophaga soricina","alphacoronavirus","","bat","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Brazil","Säo Paolo","","","","","2013","March",2014,"July","",NA,"","","","VERENA Admin","7/19/2021 11:02am","Y"
"97",117,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""","Asano et al.","Virol J",2016,12,1,0.083333,"Platyrrhinus lineatus","alphacoronavirus","","bat","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Brazil","Säo Paolo","","","","","2013","March",2014,"July","",NA,"","","","VERENA Admin","7/19/2021 11:02am","Y"
"98",118,"""alphacoronavirus in urban molossidae and phyllostomidae bats, brazil""","Asano et al.","Virol J",2016,203,0,0,"alphacoronavirus or betacoronavirus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Brazil","Säo Paolo","","","","","2013","March",2014,"July","",NA,"","","","VERENA Admin","7/19/2021 10:48am","Y"
"99",119,"alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats","Goffard et al.","Viruses",2015,53,3,0.056604,"Pipistrellus pipistrellus","alphacoronavirus","","","","single","cross-sectional","RNA","nested PCR","multiple",NA,"RdRp",NA,"faeces","France","Bourges","Colony 1","02º 34'54'' E","47º 00'39” N","2014","","",NA,"","July",NA,"","","","Binqi Chen","3/19/2021 3:23pm","N"
"100",120,"alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats","Goffard et al.","Viruses",2015,20,2,0.1,"Pipistrellus pipistrellus","alphacoronavirus","","","","single","cross-sectional","RNA","nested PCR","multiple",NA,"RdRp",NA,"faeces","France","Bourges","Colony 2"," 02º 31'02” E","47º 04'59” N","2014","","",NA,"","July",NA,"","","","Binqi Chen","3/19/2021 3:24pm","N"
"101",121,"alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats","Goffard et al.","Viruses",2015,10,0,0,"Pipistrellus pipistrellus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested PCR","multiple",NA,"RdRp",NA,"faeces","France","Bourges","Colony 3","02º 32'19” E","46º 56'23” N","2014","","",NA,"","July",NA,"","","","Binqi Chen","6/26/2021 4:17pm","N"
"102",122,"alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats","Goffard et al.","Viruses",2015,35,0,0,"Pipistrellus pipistrellus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested PCR","multiple",NA,"RdRp",NA,"faeces","France","Bourges","Colony 4","02º 33'38” E","47º 02'39” N","2014","","",NA,"","July",NA,"","","","Binqi Chen","6/26/2021 4:18pm","N"
"103",123,"alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats","Goffard et al.","Viruses",2015,10,0,0,"Myotis myotis","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested PCR","multiple",NA,"RdRp",NA,"faeces","France","Bourges","Colony 5","02º 31122” E","47º 04'24” N","2014","","",NA,"","July",NA,"","","","Binqi Chen","6/26/2021 4:18pm","N"
