"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies"
"140",140,117,"alphacoronavirus in urban molossidae and phyllostomidae bats, brazil","Asano et al.","Virol J",2016,12,1,0.083333,"Platyrrhinus lineatus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Brazil","S","Säo Paolo","",NA,NA,"","2013","March",2014,"July","","Fall,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",0,1,1,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Platyrrhinus lineatus","Platyrrhinus lineatus","alphacoronavirus in urban molossidae and phyllostomidae bats, brazil"
"141",141,119,"alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats","Goffard et al.","Viruses",2015,53,3,0.056604,"Pipistrellus pipistrellus","alphacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"faeces","France","N","Bourges","Colony 1","02º 34'54'' E","47º 00'39” N","2014","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",1,0,0,0,47.0108333333333,2.58166666666667,"RdRp","No","No","PCR","alphacoronavirus",1,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats"
"142",142,120,"alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats","Goffard et al.","Viruses",2015,20,2,0.1,"Pipistrellus pipistrellus","alphacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"faeces","France","N","Bourges","Colony 2"," 02º 31'02” E","47º 04'59” N","2014","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces",1,0,0,0,47.0830555555556,2.51722222222222,"RdRp","No","No","PCR","alphacoronavirus",1,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","alphacoronaviruses detected in french bats are phylogeographically linked to coronaviruses of european bats"
"152",152,130,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,5,1,0.2,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 4",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/25/2022 2:25pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"156",156,134,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,7,1,0.142857,"Myotis evotis","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 4",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Myotis evotis","Myotis evotis","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"157",157,135,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,16,5,0.3125,"Myotis volans","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 4",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Myotis volans","Myotis volans","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"158",158,196,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,34,2,0.058824,"Myotis volans","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 4",NA,NA,"2008","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Myotis volans","Myotis volans","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"159",159,197,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,26,5,0.192308,"Myotis volans","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 4",NA,NA,"2009","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Myotis volans","Myotis volans","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"162",162,138,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,4,4,1,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 5",NA,NA,"2008","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"163",163,198,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,14,4,0.285714,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 5",NA,NA,"2009","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"217",217,199,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,12,1,0.083333,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 17",NA,NA,"2007","","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"218",218,200,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,23,2,0.086957,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 17",NA,NA,"2008","","",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"219",219,201,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,13,4,0.307692,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 17",NA,NA,"2008","","",NA,"","Early July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"220",220,202,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,44,9,0.204545,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 17",NA,NA,"2008","","",NA,"","Late July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"221",221,192,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,26,3,0.115385,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 18",NA,NA,"2008","","",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"222",222,203,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,3,2,0.666667,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 18",NA,NA,"2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"223",223,193,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,40,3,0.075,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 19",NA,NA,"2007","","",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"224",224,204,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,27,4,0.148148,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 19",NA,NA,"2007","","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"225",225,205,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,25,2,0.08,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 19",NA,NA,"2008","","",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"226",226,206,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,31,2,0.064516,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 19",NA,NA,"2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"227",227,194,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,12,1,0.083333,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 20",NA,NA,"2007","","",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"228",228,207,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,13,2,0.153846,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 20",NA,NA,"2008","","",NA,"","Early June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"229",229,208,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,16,1,0.0625,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 20",NA,NA,"2008","","",NA,"","Late June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
