,X,UniqueID,title,author..from.Imported.table.2.,journal..from.Imported.table.2.,year..from.Imported.table.2.,sample,positives,prevalence,bat_species,virus_genus,virus_genus_notes,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single.multiple.PCR.method,gene_targets,Terminal.sampling.,tissue,country,country_hemisphere,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,sample_season_simplified,X..Sampling.Trips,Sex.Info.,Habitat.Disturbance.Info.,Coinfection.Info.,Flag,Entered.by,Last.modified,tissue_simplified,sample_simplified,summer,fall,winter,spring,latidudedecimal,longitudedecimal,gene_targets_simplified,euthanasia,euthanasia_simplified,method_specific_simplified,virus_genus_simplified,spec,species_for_reader,species,studies,species_char,family
366,366,431,circulation of group 2 coronaviruses in a bat species common to urban areas in western europe,Reusken et al.,Vector Borne Zoonotic Dis,2010,8,1,0.125,Pipistrellus pipistrellus,betacoronavirus,,,bat,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Netherlands,N,,"Noordwijkerhout, 's Gravenland, Doetinchem–De Huet, Doetinchem–Wijnbergen",NA,NA,2008,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:09pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Pipistrellus pipistrellus,Pipistrellus pipistrellus,circulation of group 2 coronaviruses in a bat species common to urban areas in western europe,Pipistrellus pipistrellus,VESPERTILIONIDAE
368,368,432,"close relative of human middle east respiratory syndrome coronavirus in bat, south africa",Ithete et al.,Emerg Infect Dis,2013,1,1,1,Neoromicia cf. zuluensis,betacoronavirus,,,bat,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,faeces,South Africa,S,,?,NA,NA,2011,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:09pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Neoromicia zuluensis,Neoromicia zuluensis,"close relative of human middle east respiratory syndrome coronavirus in bat, south africa",Neoromicia zuluensis,VESPERTILIONIDAE
372,372,448,coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft,Ge et al.,Virol Sin,2016,106,1,0.009434,Rhinolophus affinis,betacoronavirus,,Sarbecovirus,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,faeces,China,N,Yunnan,mineshaft in Mojing County,NA,NA,,2012,August,2013,July,,"Summer,Fall,Spring",NA,,,,,VERENA Admin,4/12/2022 2:09pm,"faecal, rectal, or anal",faeces,1,1,0,1,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Rhinolophus affinis,Rhinolophus affinis,coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft,Rhinolophus affinis,RHINOLOPHIDAE
383,383,496,complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome,Lau et al.,Virology,2007,348,29,0.083333,Rhinolophus sinicus,betacoronavirus,,Sarbecovirus,bat,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,alimentary specimen,China,N,Hong Kong,,NA,NA,,2004,April,2006,April,,Year,NA,,,,,VERENA Admin,4/12/2022 2:09pm,"faecal, rectal, or anal",tissue,1,1,1,1,NA,NA,RdRp,"Yes, for this study",Yes,PCR,betacoronavirus,1,Rhinolophus sinicus,Rhinolophus sinicus,complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome,Rhinolophus sinicus,RHINOLOPHIDAE
385,385,497,complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome,Lau et al.,Virology,2007,64,1,0.015625,Rhinolophus sinicus,betacoronavirus,,Sarbecovirus,bat,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,alimentary specimen,China,N,Guangdong,,NA,NA,,2004,April,2006,April,,Year,NA,,,,,VERENA Admin,4/12/2022 2:09pm,"faecal, rectal, or anal",tissue,1,1,1,1,NA,NA,RdRp,"Yes, for this study",Yes,PCR,betacoronavirus,1,Rhinolophus sinicus,Rhinolophus sinicus,complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome,Rhinolophus sinicus,RHINOLOPHIDAE
410,410,513,coronavirus and paramyxovirus in bats from northwest italy,Rizzo et al.,Bmc Vet Res,2017,14,1,0.071429,Plecotus auritus,betacoronavirus,,,,Paur4241_IT_16,single,cross-sectional,RNA,end point PCR,single,RdRp,NA,faeces,Italy,N,Cuneo,Garessio,NA,NA,2016,,,NA,,September,Fall,NA,,,,,VERENA Admin,4/12/2022 2:09pm,"faecal, rectal, or anal",faeces,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Plecotus auritus,Plecotus auritus,coronavirus and paramyxovirus in bats from northwest italy,Plecotus auritus,VESPERTILIONIDAE
418,418,534,coronavirus and paramyxovirus in bats from northwest italy,Rizzo et al.,Bmc Vet Res,2017,38,3,0.078947,Rhinolophus ferrumequinum,betacoronavirus,,,,"Rfer4019_IT_16 (1), Rfer4027_IT_16 (1), Rfer4075_IT_16 (1)",single,cross-sectional,RNA,end point PCR,single,RdRp,NA,faeces,Italy,N,?,?,NA,NA,2016,,,NA,,,Year,NA,,,,,VERENA Admin,4/25/2022 8:51pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,coronavirus and paramyxovirus in bats from northwest italy,Rhinolophus ferrumequinum,RHINOLOPHIDAE
419,419,538,coronavirus and paramyxovirus in bats from northwest italy,Rizzo et al.,Bmc Vet Res,2017,38,1,0.026316,Rhinolophus ferrumequinum,betacoronavirus,,,,Rfer4074_IT_16,single,cross-sectional,RNA,end point PCR,single,RdRp,NA,faeces,Italy,N,Alessandria,Vignale Monferrato,NA,NA,2016,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:10pm,"faecal, rectal, or anal",faeces,1,0,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,coronavirus and paramyxovirus in bats from northwest italy,Rhinolophus ferrumequinum,RHINOLOPHIDAE
422,422,584,coronaviruses in bent-winged bats (miniopterus spp.),Chu et al.,J Gen Virol,2006,44,1,0.022727,Miniopterus magnater,betacoronavirus,,Sarbecovirus,bat,,pooled,cross-sectional,RNA,"RT-PCR,hemi-nested PCR",multiple,RdRp,NA,faecal and/or throat sample,China,N,Hong Kong,abandoned mine cave ,NA,NA,,2005,,NA,,August,Summer,NA,,,,,VERENA Admin,4/12/2022 2:11pm,pooled swabs/samples,pooled,1,0,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Miniopterus magnater,Miniopterus magnater,coronaviruses in bent-winged bats (miniopterus spp.),Miniopterus magnater,MINIOPTERIDAE
431,431,604,coronaviruses in bats from mexico,Anthony et al.,J Gen Virol,2013,28,1,0.035714,Artibeus literatus,betacoronavirus,,,,Mex_CoV-11a,pooled,cross-sectional,TNA,PCR,single,RdRp,NA,"rectal/oral swab,serum",Mexico,N,Campeche,"Reserva de la Biosfera Calakmul -""Disturbed"" - transition forest to agriculture",NA,NA,,,,NA,,,NA,NA,,,,,VERENA Admin,4/12/2022 2:11pm,pooled swabs/samples,pooled,NA,NA,NA,NA,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Artibeus lituratus,Artibeus lituratus,coronaviruses in bats from mexico,Artibeus lituratus,PHYLLOSTOMIDAE
434,434,607,coronaviruses in bats from mexico,Anthony et al.,J Gen Virol,2013,21,1,0.047619,Artibeus phaeotis,betacoronavirus,,,,Mex_CoV-11b ,pooled,cross-sectional,TNA,PCR,single,RdRp,NA,"rectal/oral swab,serum",Mexico,N,Campeche,Reserva de la Biosfera Calakmul -Undisturbed forest,NA,NA,,,,NA,,,NA,NA,,,,,VERENA Admin,4/12/2022 2:11pm,pooled swabs/samples,pooled,NA,NA,NA,NA,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Dermanura phaeotis,Dermanura phaeotis,coronaviruses in bats from mexico,Dermanura phaeotis,PHYLLOSTOMIDAE
436,436,609,coronaviruses in bats from mexico,Anthony et al.,J Gen Virol,2013,3,2,0.666667,Artibeus phaeotis,betacoronavirus,,,,"Mex_CoV-11a, Mex_CoV-11b",pooled,cross-sectional,TNA,PCR,single,RdRp,NA,"rectal/oral swab,serum",Mexico,N,Chiapas,Reserva de la Biosfera Montes Azules - Undisturbed forest,NA,NA,,,,NA,,,NA,NA,,,,,VERENA Admin,4/12/2022 2:11pm,pooled swabs/samples,pooled,NA,NA,NA,NA,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Dermanura phaeotis,Dermanura phaeotis,coronaviruses in bats from mexico,Dermanura phaeotis,PHYLLOSTOMIDAE
493,493,666,coronaviruses in bats from mexico,Anthony et al.,J Gen Virol,2013,1,1,1,Pteronotus parnellii,betacoronavirus,,,,Mex_CoV-10,pooled,cross-sectional,TNA,PCR,single,RdRp,NA,"rectal/oral swab,serum",Mexico,N,Campeche,Reserva de la Biosfera Calakmul -Undisturbed forest,NA,NA,,,,NA,,,NA,NA,,,,,VERENA Admin,4/12/2022 2:11pm,pooled swabs/samples,pooled,NA,NA,NA,NA,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Pteronotus parnellii,Pteronotus parnellii,coronaviruses in bats from mexico,Pteronotus parnellii,MORMOOPIDAE
498,498,671,coronaviruses in bats from mexico,Anthony et al.,J Gen Virol,2013,5,1,0.2,Nyctinomops laticaudatus,betacoronavirus,,,,Mex_CoV-9,pooled,cross-sectional,TNA,PCR,single,RdRp,NA,"rectal/oral swab,serum",Mexico,N,Campeche,Reserva de la Biosfera Calakmul -Undisturbed forest,NA,NA,,,,NA,,,NA,NA,,,,,VERENA Admin,4/12/2022 2:11pm,pooled swabs/samples,pooled,NA,NA,NA,NA,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Nyctinomops laticaudatus,Nyctinomops laticaudatus,coronaviruses in bats from mexico,Nyctinomops laticaudatus,MOLOSSIDAE
499,499,672,coronaviruses in bats from mexico,Anthony et al.,J Gen Virol,2013,10,3,0.3,Tadarida brasiliensis,betacoronavirus,,,,Mex_CoV-9,pooled,cross-sectional,TNA,PCR,single,RdRp,NA,"rectal/oral swab,serum",Mexico,N,Distrito Federal,Mexico City,NA,NA,,,,NA,,,NA,NA,,,,,VERENA Admin,4/12/2022 2:11pm,pooled swabs/samples,pooled,NA,NA,NA,NA,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Tadarida brasiliensis,Tadarida brasiliensis,coronaviruses in bats from mexico,Tadarida brasiliensis,MOLOSSIDAE
512,512,686,"coronaviruses in guano from pteropus medius bats in peradeniya, sri lanka",Kudagammana et al.,Transbound Emerg Dis,2018,50,8,0.16,Pteropus medius,betacoronavirus,,Group D,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,faeces,Sri Lanka,N,,Royal Botanical Gardens ,NA,NA,2014,,February,NA,March,,"Winter,Spring",NA,,,,,VERENA Admin,4/12/2022 2:11pm,"faecal, rectal, or anal",faeces,0,0,1,1,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Pteropus giganteus,Pteropus giganteus,"coronaviruses in guano from pteropus medius bats in peradeniya, sri lanka",Pteropus giganteus,PTEROPODIDAE
516,516,690,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,15,1,0.066667,Hipposideros caffer,betacoronavirus,,,,PREDICT_CoV-44,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,12,NA,NA,2011,,,NA,,Rainy,Fall,NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Hipposideros caffer,Hipposideros caffer,coronaviruses detected in bats in close contact with humans in rwanda,Hipposideros caffer,HIPPOSIDERIDAE
517,517,691,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,19,2,0.105263,Rhinolophus clivosus,betacoronavirus,,,,PREDICT_CoV-43,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,12,NA,NA,2011,,,NA,,Rainy,Fall,NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Rhinolophus clivosus,Rhinolophus clivosus,coronaviruses detected in bats in close contact with humans in rwanda,Rhinolophus clivosus,RHINOLOPHIDAE
518,518,734,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,19,1,0.052632,Rhinolophus clivosus,betacoronavirus,,,,PREDICT_CoV-44,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,11,NA,NA,2013,,,NA,,Rainy,Fall,NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Rhinolophus clivosus,Rhinolophus clivosus,coronaviruses detected in bats in close contact with humans in rwanda,Rhinolophus clivosus,RHINOLOPHIDAE
526,526,698,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,53,4,0.075472,Eidolon helvum,betacoronavirus,,,bat,Strain of Eidolon bat coronavirus/Kenya/KY24/2006,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,3,NA,NA,,2012,,NA,,Rainy,Fall,NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Eidolon helvum,Eidolon helvum,coronaviruses detected in bats in close contact with humans in rwanda,Eidolon helvum,PTEROPODIDAE
528,528,700,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,9,2,0.222222,Eidolon helvum,betacoronavirus,,,bat,Strain of Eidolon bat coronavirus/Kenya/KY24/2006,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,8,NA,NA,,2012,,NA,,Rainy,Fall,NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Eidolon helvum,Eidolon helvum,coronaviruses detected in bats in close contact with humans in rwanda,Eidolon helvum,PTEROPODIDAE
529,529,701,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,9,6,0.666667,Eidolon helvum,betacoronavirus,,,bat,Strain of Eidolon bat coronavirus/Kenya/KY24/2006,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,5,NA,NA,,2013,,NA,,Dry,"Winter,Spring",NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,0,1,1,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Eidolon helvum,Eidolon helvum,coronaviruses detected in bats in close contact with humans in rwanda,Eidolon helvum,PTEROPODIDAE
530,530,702,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,9,2,0.222222,Rousettus aegyptiacus,betacoronavirus,,,bat,Strain of Bat coronavirus HKU9,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,6,NA,NA,,2013,,NA,,Rainy,Fall,NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Rousettus aegyptiacus,Rousettus aegyptiacus,coronaviruses detected in bats in close contact with humans in rwanda,Rousettus aegyptiacus,PTEROPODIDAE
532,532,704,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,6,1,0.166667,Myonicteris angolensis,betacoronavirus,,,,PREDICT_CoV-66 ,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,11,NA,NA,,2013,,NA,,Rainy,Fall,NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Myonycteris angolensis,Myonycteris angolensis,coronaviruses detected in bats in close contact with humans in rwanda,Myonycteris angolensis,PTEROPODIDAE
538,538,710,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,5,2,0.4,Rousettus aegyptiacus,betacoronavirus,,,bat,Strain of Kenya/bat coronavirus/BtKY56/BtKY55,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,10,NA,NA,,2013,,NA,,Rainy,Fall,NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Rousettus aegyptiacus,Rousettus aegyptiacus,coronaviruses detected in bats in close contact with humans in rwanda,Rousettus aegyptiacus,PTEROPODIDAE
539,539,711,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,5,1,0.2,Eidolon helvum,betacoronavirus,,,bat,Strain of Eidolon bat coronavirus/Kenya/KY24/2006,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,4,NA,NA,,2012,,NA,,Rainy,Fall,NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Eidolon helvum,Eidolon helvum,coronaviruses detected in bats in close contact with humans in rwanda,Eidolon helvum,PTEROPODIDAE
559,559,731,coronaviruses detected in bats in close contact with humans in rwanda,Nziza et al.,Ecohealth,2020,9,1,0.111111,Epomophorus labiatus,betacoronavirus,,,bat,Strain of Kenya bat coronavirus/BtKY56/BtKY55,single,cross-sectional,RNA,consensus RT-PCR,multiple,RdRp,NA,rectal/oral swab,Rwanda,S,,1,NA,NA,,2013,,NA,,Rainy,Fall,NA,,,,,VERENA Admin,4/28/2022 7:05pm,pooled swabs/samples,swab,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Epomophorus labiatus,Epomophorus labiatus,coronaviruses detected in bats in close contact with humans in rwanda,Epomophorus labiatus,PTEROPODIDAE
572,572,751,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,126,1,0.007937,Rhinonicteris aurantia,betacoronavirus,,,,,pooled,longitudinal,RNA,RT-PCR,single,RdRp,NA,faeces or anal swab or intestinal content or oropharyngeal swab,Australia,S,Northern Territory,,NA,NA,,2006,,2009,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:12pm,pooled swabs/samples,pooled,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,betacoronavirus,1,Rhinonicteris aurantia,Rhinonicteris aurantia,coronavirus infection and diversity in bats in the australasian region,Rhinonicteris aurantia,HIPPOSIDERIDAE
574,574,753,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,33,4,0.121212,Pteropus alecto,betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,faeces or anal swab or intestinal content or oropharyngeal swab,Australia,S,south-east Queensland,,NA,NA,2009,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:12pm,pooled swabs/samples,pooled,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,betacoronavirus,1,Pteropus alecto,Pteropus alecto,coronavirus infection and diversity in bats in the australasian region,Pteropus alecto,PTEROPODIDAE
624,624,862,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016",Ali et al.,Eurosurveillance,2017,24,0,0,Rousettous aegyptiacus,betacoronavirus,,Merbecovirus,,,single,cross-sectional,RNA,rtRT-PCR,single,"UpE, Orf1a, RdRp, N",NA,throat swab,Egypt,N,,,NA,NA,2015/2016,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:12pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp_Other,No,No,PCR,betacoronavirus,1,Rousettus aegyptiacus,Rousettus aegyptiacus,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016",Rousettus aegyptiacus,PTEROPODIDAE
625,625,863,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016",Ali et al.,Eurosurveillance,2017,28,0,0,Pipistrellus deserti,betacoronavirus,,Merbecovirus,,,single,cross-sectional,RNA,rtRT-PCR,single,"UpE, Orf1a, RdRp, N",NA,throat swab,Egypt,N,,,NA,NA,2015/2016,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:12pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp_Other,No,No,PCR,betacoronavirus,1,Pipistrellus deserti,Pipistrellus deserti,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016",Pipistrellus deserti,VESPERTILIONIDAE
626,626,864,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016",Ali et al.,Eurosurveillance,2017,30,0,0,Nycteris thebaica,betacoronavirus,,Merbecovirus,,,single,cross-sectional,RNA,rtRT-PCR,single,"UpE, Orf1a, RdRp, N",NA,throat swab,Egypt,N,,,NA,NA,2015/2016,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:12pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp_Other,No,No,PCR,betacoronavirus,1,Nycteris thebaica,Nycteris thebaica,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016",Nycteris thebaica,NYCTERIDAE
627,627,865,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016",Ali et al.,Eurosurveillance,2017,27,0,0,Taphozous perforates,betacoronavirus,,Merbecovirus,,,single,cross-sectional,RNA,rtRT-PCR,single,"UpE, Orf1a, RdRp, N",NA,throat swab,Egypt,N,,,NA,NA,2015/2016,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:12pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp_Other,No,No,PCR,betacoronavirus,1,Taphozous perforatus,Taphozous perforatus,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016",Taphozous perforatus,EMBALLONURIDAE
628,628,867,detection of a virus related to betacoronaviruses in italian greater horseshoe bats,Balboni et al.,Epidemiol Infect,2011,41,2,0.04878,Rhinolophus ferrumequinum,betacoronavirus,,Sarbecovirus,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,faeces,Italy,N,Modena and Foggia,,NA,NA,2009,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:12pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,detection of a virus related to betacoronaviruses in italian greater horseshoe bats,Rhinolophus ferrumequinum,RHINOLOPHIDAE
676,676,914,"detection of severe acute respiratory syndrome-like, middle east respiratory syndrome-like bat coronaviruses and group h rotavirus in faeces of korean bats",Kim et al.,Transbound Emerg Dis,2016,6,1,0.166667,Rhinolophus ferrumequinum,betacoronavirus,,Sarbecovirus,bat,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,faeces,South Korea,N,Inje,BM abandoned mine,NA,NA,2015,,,NA,,October,Fall,NA,,,,,VERENA Admin,4/12/2022 2:13pm,"faecal, rectal, or anal",faeces,0,1,0,0,NA,NA,RdRp,No,No,PCR,betacoronavirus,1,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,"detection of severe acute respiratory syndrome-like, middle east respiratory syndrome-like bat coronaviruses and group h rotavirus in faeces of korean bats",Rhinolophus ferrumequinum,RHINOLOPHIDAE
