"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"218",200,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,23,2,0.086957,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 17","NA","NA","2008","","",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","32","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.327104947817642,0.0106382978723404,0.0869565217391305,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"219",201,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,13,4,0.307692,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 17","NA","NA","2008","","",NA,"","Early July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","33","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.602232477020027,0.0185185185185185,0.307692307692308,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"220",202,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,44,9,0.204545,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 17","NA","NA","2008","","",NA,"","Late July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","34","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.477265143645059,0.00561797752808989,0.204545454545454,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"221",192,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,26,3,0.115385,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 18","NA","NA","2008","","",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","35","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.367468288370256,0.00943396226415094,0.115384615384615,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"222",203,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,3,2,0.666667,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 18","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","36","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.916297857297023,0.0714285714285714,0.666666666666667,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"223",193,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,40,3,0.075,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 19","NA","NA","2007","","",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","37","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.295788236642832,0.00617283950617284,0.075,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"224",204,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,27,4,0.148148,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 19","NA","NA","2007","","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","38","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.411941806685674,0.00909090909090909,0.148148148148148,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"225",205,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,25,2,0.08,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 19","NA","NA","2008","","",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","39","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.313807427645595,0.00980392156862745,0.08,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"226",206,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,31,2,0.064516,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 19","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","40","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.281932249709794,0.00793650793650794,0.0645161290322581,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"227",194,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,12,1,0.083333,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 20","NA","NA","2007","","",NA,"","June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","41","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.342045987984463,0.02,0.0833333333333333,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"228",207,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,13,2,0.153846,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 20","NA","NA","2008","","",NA,"","Early June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","42","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.434436030298762,0.0185185185185185,0.153846153846154,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"229",208,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,16,1,0.0625,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 20","NA","NA","2008","","",NA,"","Late June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","43","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.297542220447005,0.0151515151515152,0.0625,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"232",212,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,39,2,0.051282,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 21","NA","NA","2008","","",NA,"","Early June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","44","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.251459461194083,0.00632911392405063,0.0512820512820513,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"233",210,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,24,4,0.166667,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 21","NA","NA","2008","","",NA,"","Late June","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","45","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.437582227534147,0.0102040816326531,0.166666666666667,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"234",211,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,35,4,0.114286,"Eptesicus fuscus","alphacoronavirus","","","bat","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 21","NA","NA","2008","","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled","1","0","0","0",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","46","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",0.360865078826519,0.00704225352112676,0.114285714285714,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"235",213,"amplification of emerging viruses in a bat colony","Drexler et al.","Emerg Infect Dis",2011,40,31,0.775,"Myotis myotis","alphacoronavirus","","","bat","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Germany","N","Rhineland-Palatinate","Attic","6°55′52.17′′E","50°25′46.91′′N","2008","","",NA,"","Early May","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces","0","0","0","1",50.4296972222222,6.93115833333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","Myotis myotis","amplification of emerging viruses in a bat colony","47","amplification of emerging viruses in a bat colony",1.06872379285798,0.00617283950617284,0.775,"Myotis myotis","Myotis myotis","VESPERTILIONIDAE"
"236",214,"amplification of emerging viruses in a bat colony","Drexler et al.","Emerg Infect Dis",2011,44,10,0.227273,"Myotis myotis","alphacoronavirus","","","bat","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Germany","N","Rhineland-Palatinate","Attic","6°55′52.17′′E","50°25′46.91′′N","2008","","",NA,"","Late May","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","faeces","0","0","0","1",50.4296972222222,6.93115833333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","Myotis myotis","amplification of emerging viruses in a bat colony","48","amplification of emerging viruses in a bat colony",0.504021167499818,0.00561797752808989,0.227272727272727,"Myotis myotis","Myotis myotis","VESPERTILIONIDAE"
